FIRE_NAME,FIRE_SIZE,STATE,FIRE_YEAR,STAT_CAUSE_DESCR
,775.0,TX,2006,Smoking
,1000.0,TX,2006,Equipment Use
MELLEMA,4620.0,TX,2006,Smoking
,3000.0,TX,2006,Equipment Use
254 FIRE,800.0,TX,2006,Equipment Use
,1200.0,TX,2006,Equipment Use
,1000.0,TX,2006,Miscellaneous
,1500.0,TX,2006,Miscellaneous
,1000.0,TX,2006,Miscellaneous
,1000.0,TX,2006,Debris Burning
,1800.0,TX,2006,Smoking
,2000.0,TX,2006,Miscellaneous
TATUM WEST,10000.0,TX,2006,Miscellaneous
,1500.0,TX,2006,Miscellaneous
,800.0,TX,2006,Miscellaneous
CROW HOLLOW FIRE,1800.0,TX,2006,Miscellaneous
,1000.0,TX,2006,Miscellaneous
,1200.0,TX,2006,Miscellaneous
FM 214 & CR 210,9600.0,TX,2006,Miscellaneous
,1000.0,TX,2006,Miscellaneous
,800.0,TX,2006,Miscellaneous
,2000.0,TX,2006,Miscellaneous
3200 FM 303,3200.0,TX,2006,Miscellaneous
,800.0,TX,2006,Miscellaneous
,950.0,TX,2006,Equipment Use
,3000.0,OK,2006,Miscellaneous
HARDIN FIRE,5000.0,TX,2006,Miscellaneous
,1200.0,TX,2006,Miscellaneous
,2000.0,TX,2006,Miscellaneous
,3000.0,TX,2006,Miscellaneous
COON RANCH,2000.0,TX,2006,Equipment Use
,1500.0,TX,2006,Equipment Use
,1500.0,TX,2006,Miscellaneous
,1200.0,TX,2006,Miscellaneous
DOUBLE U RANCH,3000.0,TX,2006,Miscellaneous
,1500.0,TX,2006,Miscellaneous
,2100.0,TX,2006,Equipment Use
,1500.0,TX,2006,Equipment Use
BOWERS CITY,5000.0,TX,2006,Miscellaneous
,1500.0,TX,2006,Miscellaneous
,1500.0,TX,2006,Miscellaneous
,760.0,TX,2006,Equipment Use
,700.0,TX,2006,Equipment Use
,1000.0,TX,2006,Miscellaneous
,700.0,TX,2006,Miscellaneous
CVFD NUMBER 70,3300.0,TX,2006,Debris Burning
,800.0,TX,2006,Smoking
GOODWIN FIRE,1200.0,TX,2006,Miscellaneous
,850.0,TX,2006,Lightning
,6000.0,TX,2006,Miscellaneous
,700.0,TX,2006,Miscellaneous
,880.0,TX,2006,Lightning
,900.0,TX,2006,Lightning
,1280.0,TX,2006,Equipment Use
,1920.0,TX,2006,Lightning
BRENT FIRE,2430.0,TX,2006,Equipment Use
,2500.0,TX,2006,Lightning
,800.0,TX,2006,Arson
,772.0,TX,2006,Lightning
BIPPUS CHURCH,4888.0,TX,2006,Lightning
,1200.0,TX,2006,Miscellaneous
SAN CARLOS,3000.0,TX,2006,Miscellaneous
,850.0,TX,2006,Lightning
GUSHER,1300.0,TX,2006,Miscellaneous
,900.0,TX,2006,Miscellaneous
HWY 37,6000.0,TX,2006,Lightning
,1500.0,TX,2006,Lightning
,800.0,TX,2006,Equipment Use
,700.0,TX,2006,Lightning
,2000.0,TX,2006,Lightning
,8000.0,TX,2006,Lightning
,800.0,TX,2006,Lightning
,1650.0,TX,2006,Lightning
,700.0,TX,2006,Lightning
,1500.0,TX,2006,Lightning
HWY 36 COMANCHE CO.,2000.0,TX,2006,Miscellaneous
DUDLEY,2500.0,TX,2006,Equipment Use
,1200.0,TX,2006,Equipment Use
,1200.0,TX,2006,Equipment Use
,1300.0,TX,2006,Equipment Use
,800.0,TX,2006,Lightning
,750.0,TX,2006,Lightning
,800.0,TX,2006,Lightning
,3000.0,TX,2006,Lightning
,544.0,TX,2007,Lightning
,1280.0,TX,2007,Lightning
,550.0,TX,2007,Miscellaneous
,750.0,TX,2007,Miscellaneous
,650.0,TX,2007,Miscellaneous
,640.0,TX,2007,Miscellaneous
,552.0,TX,2007,Equipment Use
,510.0,TX,2007,Railroad
POOLE,1528.0,TX,2007,Campfire
,1500.0,TX,2007,Miscellaneous
,1200.0,TX,2007,Railroad
,4500.0,TX,2007,Lightning
,1275.0,TX,2007,Lightning
,500.0,TX,2007,Lightning
,1200.0,TX,2007,Debris Burning
,640.0,TX,2007,Debris Burning
,900.0,TX,2007,Miscellaneous
,500.0,TX,2007,Equipment Use
,500.0,TX,2007,Miscellaneous
,1200.0,TX,2007,Arson
KELLY RANCH,1600.0,TX,2007,Lightning
,1920.0,TX,2007,Lightning
RIVER ROAD,2838.0,TX,2007,Equipment Use
,500.0,TX,2007,Debris Burning
,1000.0,TX,2007,Miscellaneous
,700.0,TX,2007,Arson
,800.0,TX,2007,Miscellaneous
,1500.0,TX,2007,Miscellaneous
,700.0,TX,2008,Debris Burning
,750.0,TX,2008,Miscellaneous
,850.0,TX,2008,Miscellaneous
,620.0,TX,2007,Campfire
,500.0,TX,2007,Debris Burning
,650.0,TX,2008,Miscellaneous
,650.0,TX,2008,Equipment Use
,1000.0,TX,2008,Miscellaneous
,2600.0,TX,2008,Miscellaneous
,632.0,TX,2007,Debris Burning
,1873.0,TX,2007,Miscellaneous
,3050.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Equipment Use
,1500.0,TX,2008,Miscellaneous
,800.0,TX,2008,Debris Burning
,900.0,TX,2008,Miscellaneous
MARKUM RANCH,2000.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Miscellaneous
,500.0,TX,2007,Miscellaneous
,1000.0,TX,2008,Miscellaneous
,3000.0,TX,2008,Miscellaneous
,3000.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Arson
,1400.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Miscellaneous
,1400.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Miscellaneous
,750.0,TX,2008,Miscellaneous
,700.0,TX,2008,Debris Burning
,1300.0,TX,2007,Miscellaneous
,500.0,TX,2007,Miscellaneous
,2400.0,TX,2008,Miscellaneous
,675.0,TX,2008,Equipment Use
,2500.0,TX,2008,Arson
,480.0,TX,2007,Miscellaneous
,550.0,TX,2007,Lightning
,700.0,TX,2008,Debris Burning
,3000.0,TX,2008,Debris Burning
,1600.0,TX,2008,Railroad
,972.0,TX,2008,Equipment Use
,1000.0,TX,2008,Miscellaneous
,640.0,TX,2008,Equipment Use
,1800.0,TX,2008,Equipment Use
,18000.0,TX,2008,Miscellaneous
,11180.0,TX,2008,Miscellaneous
,3200.0,TX,2008,Equipment Use
,1000.0,TX,2008,Miscellaneous
,620.0,TX,2008,Miscellaneous
,2000.0,TX,2008,Miscellaneous
,1200.0,TX,2008,Miscellaneous
,650.0,TX,2008,Arson
,1000.0,TX,2008,Miscellaneous
,1376.5,TX,2008,Miscellaneous
,640.0,TX,2008,Equipment Use
GREENWOOD,5500.0,TX,2008,Smoking
,640.0,TX,2008,Equipment Use
,1100.0,TX,2008,Miscellaneous
,900.0,TX,2008,Equipment Use
,1800.0,TX,2008,Debris Burning
,2000.0,TX,2008,Miscellaneous
,1968.0,TX,2008,Miscellaneous
,640.0,TX,2008,Miscellaneous
,4000.0,TX,2008,Miscellaneous
,4000.0,TX,2008,Miscellaneous
,640.0,TX,2008,Miscellaneous
,11012.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Miscellaneous
REALITOS,1000.0,TX,2008,Miscellaneous
,6000.0,TX,2008,Debris Burning
,1800.0,TX,2008,Miscellaneous
,900.0,TX,2008,Miscellaneous
,2000.0,TX,2008,Lightning
,3000.0,TX,2008,Equipment Use
,800.0,TX,2008,Debris Burning
,2000.0,TX,2008,Lightning
,800.0,TX,2008,Equipment Use
,966.0,TX,2008,Railroad
,3500.0,TX,2008,Equipment Use
,1500.0,TX,2008,Miscellaneous
,800.0,TX,2008,Miscellaneous
,805.0,TX,2008,Lightning
,1000.0,TX,2008,Miscellaneous
,1456.0,TX,2008,Equipment Use
,1000.0,TX,2008,Debris Burning
,1000.0,TX,2008,Equipment Use
,1500.0,TX,2008,Lightning
,5000.0,OK,2008,Debris Burning
,700.0,TX,2008,Lightning
,800.0,TX,2008,Miscellaneous
MARYNEAL,2000.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Miscellaneous
,800.0,TX,2008,Miscellaneous
,1819.0,TX,2008,Equipment Use
,2000.0,TX,2008,Miscellaneous
,1302.0,TX,2008,Debris Burning
,1000.0,TX,2008,Lightning
,850.0,TX,2008,Miscellaneous
,2000.0,TX,2008,Miscellaneous
,1800.0,TX,2008,Miscellaneous
,4000.0,OK,2008,Miscellaneous
,3800.0,TX,2008,Lightning
,1700.0,TX,2008,Miscellaneous
,800.0,TX,2008,Equipment Use
S-CURVE,740.0,TX,2007,Arson
WILD HOG,2300.0,TX,2007,Smoking
WILD HOG SOUTH,1200.0,TX,2007,Equipment Use
87 NORTH,995.0,TX,2007,Debris Burning
HUDSPETH RANCH,3555.0,TX,2007,Equipment Use
WILKINS RANCH,1000.0,TX,2007,Miscellaneous
PLUMMER RANCH,700.0,TX,2008,Debris Burning
WILLOW CITY,2000.0,TX,2007,Miscellaneous
ART,2800.0,TX,2007,Equipment Use
ROCKY FORD RANCH,1950.0,TX,2008,Debris Burning
ANTELOPE,2700.0,TX,2008,Arson
ROSITA CUT-OFF,1000.0,TX,2008,Miscellaneous
UNION HILL,1469.0,TX,2008,Miscellaneous
YATES RANCH,605.0,TX,2008,Equipment Use
285 FIRE,14210.0,TX,2008,Debris Burning
MESQUITE GROVE,4000.0,TX,2008,Equipment Use
CR 208,2106.0,TX,2008,Debris Burning
BERTRAM,1480.0,TX,2008,Debris Burning
COTULLA,19000.0,TX,2008,Miscellaneous
LAURELES,3000.0,TX,2008,Debris Burning
BRIGGS,2500.0,TX,2008,Miscellaneous
CARTA VALLEY FIRE,2100.0,TX,2008,Equipment Use
KERR COUNTY COMPLEX,3431.0,TX,2008,Equipment Use
GARVEN STORE COMPLEX,4500.0,TX,2008,Equipment Use
,2000.0,TX,2008,Miscellaneous
POWERS,2240.0,TX,2008,Miscellaneous
COTTONFIELD,652.0,TX,2008,Miscellaneous
WOLF,1124.0,TX,2008,Miscellaneous
CHEVRON,8924.0,TX,2008,Miscellaneous
S&S,2000.0,TX,2008,Miscellaneous
SILVER FIRE,20200.0,TX,2008,Miscellaneous
ARCHER CO,13548.0,TX,2008,Equipment Use
ROWDEN FIRE,4040.0,TX,2008,Miscellaneous
GLASS,220000.0,TX,2008,Miscellaneous
ANDREWS COUNTY COMPLEX,2000.0,TX,2008,Miscellaneous
GRAND FALLS,6000.0,TX,2008,Miscellaneous
NAIL RANCH,1450.0,TX,2008,Miscellaneous
NORTH,5000.0,TX,2008,Miscellaneous
,1760.0,TX,2008,Arson
BARNSLEY,1920.0,TX,2008,Equipment Use
,7600.0,TX,2008,Miscellaneous
FOARD COUNTY,1920.0,TX,2008,Miscellaneous
ROUND TIMBER FIRE,2100.0,TX,2008,Debris Burning
SANDERS,700.0,TX,2008,Miscellaneous
SCURRY COUNTY COMPLEX,28625.0,TX,2008,Miscellaneous
FIELDS RANCH,750.0,TX,2008,Equipment Use
WEST HACKBERRY,4500.0,TX,2008,Equipment Use
,1700.0,TX,2008,Miscellaneous
WEST HOLLOW,2000.0,TX,2008,Miscellaneous
MACY,6000.0,TX,2008,Miscellaneous
OLD BASTROP HIGHWAY,866.0,TX,2008,Equipment Use
COMMANCHE RANCH,2000.0,TX,2008,Miscellaneous
RAMIREZ,3500.0,TX,2008,Miscellaneous
HIGHWAY 322,67500.0,TX,2008,Miscellaneous
HAVERLAH,800.0,TX,2008,Debris Burning
BIG SMOKE,1553.0,TX,2008,Miscellaneous
1053 FIRE,2500.0,TX,2008,Miscellaneous
COUNTY LINE FIRE,1200.0,TX,2008,Equipment Use
PARKER FIRE,5000.0,TX,2008,Equipment Use
GOLDSMITH,1500.0,TX,2008,Equipment Use
,836.0,TX,2008,Miscellaneous
STAFNEY RANCH,832.0,TX,2008,Miscellaneous
TONGUE RIVER,2600.0,TX,2008,Equipment Use
NORTH CHANNING,1275.0,TX,2008,Lightning
BORDEN COUNTY COMPLEX,15000.0,TX,2008,Miscellaneous
400 GIN FIRE,2100.0,TX,2008,Miscellaneous
EAST HIGHWAY 90,650.0,TX,2008,Lightning
PRICE,2500.0,TX,2008,Miscellaneous
MATTHEWS,702.0,TX,2008,Debris Burning
TX-TXS-88197,810.0,TX,2008,Equipment Use
BURNS RANCH,25600.0,TX,2008,Miscellaneous
BYAS SPRINGS,924.0,TX,2008,Miscellaneous
CHILDRESS RANCH,2740.0,TX,2008,Lightning
JUNO,685.0,TX,2008,Lightning
ANTHONY FIRE,788.0,TX,2008,Equipment Use
ROCKING JBH,7220.0,TX,2008,Miscellaneous
HUCKABEE,98168.0,TX,2008,Miscellaneous
CATHEDRAL,23000.0,TX,2008,Lightning
MAYBEE RANCH,2895.0,TX,2008,Miscellaneous
CRANE,3018.0,TX,2008,Lightning
ELLISON,16000.0,TX,2008,Miscellaneous
MCELROY RANCH,1200.0,TX,2008,Miscellaneous
J BAR RANCH,2800.0,TX,2008,Miscellaneous
WEST LINE,1250.0,TX,2008,Miscellaneous
,800.0,TX,2008,Equipment Use
POLING RANCH,1090.0,TX,2008,Lightning
TUBBS CORNER,2483.0,TX,2008,Equipment Use
MEADOR,625.0,TX,2008,Equipment Use
WINDMILL ROAD,2195.0,TX,2008,Debris Burning
HOLMES,2538.0,TX,2008,Debris Burning
CAMP BOWIE,901.0,TX,2008,Miscellaneous
SUTTON RANCH,1968.0,TX,2008,Lightning
HULLDALE,900.0,TX,2008,Miscellaneous
DYNAMITE,1750.0,TX,2008,Miscellaneous
HUGHES RANCH,43241.0,TX,2008,Equipment Use
WEST,1463.0,TX,2008,Lightning
JUNIPER PEAK,800.0,TX,2008,Lightning
DEATON,1338.0,TX,2008,Lightning
LAMKIN FIRE,4100.0,TX,2008,Miscellaneous
BRADLEY RANCH,1400.0,TX,2008,Equipment Use
ROCK CREEK FIRE,1200.0,TX,2008,Equipment Use
RED RIVER FIRE,950.0,TX,2008,Lightning
TAYLOR ROAD,1312.0,TX,2008,Lightning
BREWER,1500.0,TX,2008,Miscellaneous
PARKS COMPLEX,1920.0,TX,2008,Lightning
BLACK,1810.0,TX,2008,Equipment Use
EVERETT FIRE,874.0,TX,2008,Lightning
SHARPEYE,617.0,TX,2008,Lightning
WELL 35,2530.0,TX,2008,Lightning
FLORENCE,1452.0,TX,2008,Miscellaneous
3M RANCH FIRE,1035.0,TX,2008,Equipment Use
MENARD,1024.0,TX,2008,Miscellaneous
,800.0,TX,2008,Miscellaneous
,8000.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Miscellaneous
,650.0,TX,2008,Miscellaneous
,800.0,TX,2008,Smoking
,1200.0,TX,2008,Miscellaneous
,1500.0,TX,2008,Miscellaneous
,700.0,TX,2008,Equipment Use
,800.0,TX,2008,Equipment Use
,2300.0,TX,2008,Miscellaneous
,700.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Miscellaneous
,2500.0,TX,2008,Miscellaneous
,800.0,TX,2008,Equipment Use
,1200.0,TX,2008,Equipment Use
,1200.0,TX,2008,Equipment Use
,750.0,TX,2008,Equipment Use
TEST SITE,687.0,UT,2006,Missing/Undefined
OAK CITY CANYON,9740.0,UT,2006,Missing/Undefined
ELLISON,718.0,UT,2006,Missing/Undefined
,745.0,UT,2006,Missing/Undefined
POT HOLE,1024.0,UT,2006,Missing/Undefined
VALLEY FIRE,4984.0,UT,2006,Missing/Undefined
MUDDY ROAD,960.0,UT,2007,Missing/Undefined
STATE 14,2419.0,UT,2007,Missing/Undefined
GREENVILLE,14656.0,UT,2007,Missing/Undefined
SLEEPY HOLLOW,890.0,UT,2007,Missing/Undefined
,500.0,UT,2007,Missing/Undefined
,600.0,UT,2007,Missing/Undefined
,600.0,UT,2007,Missing/Undefined
,433.0,UT,2004,Missing/Undefined
PINTAIL FLAT,4000.0,UT,2008,Missing/Undefined
,630.0,UT,2008,Missing/Undefined
,785.0,UT,2008,Missing/Undefined
,630.0,UT,2008,Missing/Undefined
,700.0,UT,2004,Missing/Undefined
,338.0,UT,2004,Missing/Undefined
,1100.0,UT,2005,Missing/Undefined
NECK,4931.0,UT,2005,Missing/Undefined
FIVE SPRING,700.0,UT,2005,Missing/Undefined
ELK MOUNTAIN,640.0,UT,2005,Missing/Undefined
,700.0,UT,2005,Missing/Undefined
ANDERSON HILL,2000.0,UT,2005,Missing/Undefined
BUFFALO GAP,636.0,VA,2004,Campfire
HOME CREEK,850.0,VA,2004,Arson
BULL MOUNTAIN,3696.0,VA,2006,Lightning
WILLY'S GONE,650.0,VA,2007,Arson
STONE MOUNTAIN,623.0,VA,2007,Debris Burning
TOTIERS FERRY,1036.3,VA,2008,Miscellaneous
BLACKWATER,1250.0,VA,2008,Equipment Use
GOLD HILL,821.0,VA,2008,Miscellaneous
FLATFOOT,2850.0,VA,2008,Miscellaneous
,1200.0,VA,2008,Arson
LUCAS HOLLOW,800.0,VA,2008,Debris Burning
ANGEL,3990.0,VA,2008,Miscellaneous
,800.0,VA,2005,Arson
,800.0,WA,2006,Missing/Undefined
ROCKY FORD,5000.0,WA,2006,Missing/Undefined
,1000.0,WA,2006,Miscellaneous
,17420.0,WA,2007,Miscellaneous
,1200.0,WA,2007,Miscellaneous
LICK CREEK,735.0,WA,2005,Equipment Use
WOOD GULCH,5400.0,WA,2005,Missing/Undefined
MARTIN ROAD,890.0,WA,2005,Debris Burning
BN COMPLEX #2,487.0,WI,2007,Equipment Use
,484.0,WI,2003,Arson
,1100.0,WI,2003,Arson
CRYSTAL LAKE,572.0,WI,2003,Debris Burning
COTTONVILLE,3410.0,WI,2005,Debris Burning
RT FK OF LAUREL CREEK,1108.0,WV,2006,Debris Burning
BRADSHAW,655.0,WV,2008,Debris Burning
IRIQUOIS,616.0,WV,2008,Arson
,600.0,AZ,1993,Missing/Undefined
,1181.0,AZ,1994,Lightning
,1100.0,AZ,1994,Lightning
,4000.0,AZ,1994,Arson
CANYON,1500.0,AZ,1994,Arson
,950.0,AZ,1994,Lightning
,1165.0,AZ,1994,Miscellaneous
,840.0,AZ,1994,Miscellaneous
,1025.0,AZ,1994,Lightning
,600.0,AZ,1995,Missing/Undefined
,300.0,AZ,1992,Lightning
,2500.0,AZ,1992,Lightning
,800.0,AZ,1994,Miscellaneous
,790.0,AZ,1994,Missing/Undefined
,320.0,AZ,1993,Lightning
,640.0,AZ,1993,Lightning
,249.0,MO,1997,Debris Burning
,500.0,AZ,1995,Arson
,900.0,AZ,1994,Miscellaneous
SULLIVAN FIRE,1344.0,AK,2008,Lightning
MI. 17 EAST END RD.,1074.0,AK,2009,Powerline
BROKEN SNOWSHOE,25339.6,AK,2009,Lightning
BIG LAKE,2909.0,AK,2009,Lightning
THE MINE FIRE,550.0,AK,2009,Lightning
EAST FORK DENNISON,2789.0,AK,2009,Lightning
HOHOLITNA,8619.0,AK,2009,Lightning
SUSULATNA,16386.0,AK,2009,Lightning
DILLINGER,23912.0,AK,2009,Lightning
LADUE RIVER,24061.0,AK,2009,Lightning
SWAMP CREEK,6545.0,AK,2009,Lightning
FRANKLIN CREEK,19984.0,AK,2009,Lightning
BEAR LAKE,5030.0,AK,2009,Lightning
LUNCH LAKE,12802.0,AK,2009,Lightning
,855.0,CO,1994,Lightning
,800.0,CO,1994,Lightning
,750.0,CO,1994,Lightning
,800.0,CO,1994,Lightning
,800.0,CO,1994,Lightning
,320.0,CO,1995,Arson
,600.0,CO,1995,Missing/Undefined
,600.0,CO,1995,Equipment Use
,360.0,CO,1993,Missing/Undefined
,640.0,CO,1994,Campfire
,1000.0,CO,1995,Debris Burning
,620.0,CO,1995,Equipment Use
,1000.0,CO,1992,Arson
,750.0,CO,1992,Missing/Undefined
,800.0,CO,1994,Lightning
,4000.0,CO,1994,Campfire
,400.0,CO,1995,Campfire
,400.0,CO,1995,Missing/Undefined
,1100.0,CO,1995,Lightning
,1000.0,CO,1995,Lightning
,900.0,CO,1994,Lightning
,400.0,CO,1995,Lightning
,500.0,CO,1995,Missing/Undefined
,400.0,CO,1995,Campfire
,657.1,ME,1998,Missing/Undefined
ADDISON,495.0,ME,2001,Missing/Undefined
SCHOOLHOUSE GULCH,2100.0,OR,1999,Debris Burning
FLAT CREEK,800.0,OR,1999,Lightning
,400.0,MS,1992,Arson
,486.0,MS,1993,Arson
,300.0,MS,1992,Arson
,770.0,MS,1993,Debris Burning
,485.0,MS,1993,Debris Burning
,1001.0,MS,1994,Debris Burning
,5208.0,MS,1996,Arson
,363.0,MS,1992,Arson
,550.0,MS,1992,Arson
,285.0,MS,1992,Arson
,426.0,MS,1992,Arson
,365.0,MS,1992,Arson
,300.0,MS,1992,Arson
,400.0,MS,1992,Arson
,4152.0,MS,1996,Debris Burning
,4109.0,MS,1996,Debris Burning
,360.0,MS,1993,Arson
,350.0,MS,1993,Arson
,1007.0,MS,1994,Arson
,1001.0,MS,1994,Debris Burning
,870.0,MS,1994,Arson
,1200.0,MS,1993,Debris Burning
,4110.0,MS,1994,Debris Burning
,4212.0,MS,1995,Debris Burning
,1200.0,AZ,1994,Lightning
,1620.0,MS,1996,Smoking
,350.0,MS,1995,Arson
POWER,1200.0,MT,1992,Missing/Undefined
,750.0,MS,1996,Equipment Use
,390.0,MS,1995,Arson
SUGARLOAF #2,260.0,MT,1992,Missing/Undefined
BEHM,2000.0,AZ,1995,Missing/Undefined
BLACK BUTTE,1466.0,MT,1992,Missing/Undefined
GOBBLERS KNOB,760.0,MT,1992,Missing/Undefined
HUSSEY CK.,1024.0,MT,1992,Missing/Undefined
FLATTOP,350.0,MT,1992,Missing/Undefined
,1200.0,AZ,1995,Missing/Undefined
,650.0,AZ,1996,Lightning
,650.0,AZ,1995,Railroad
,800.0,AZ,1994,Lightning
CROWN KING BURN,2000.0,AZ,1994,Debris Burning
GOLD CREEK,350.0,MT,1992,Missing/Undefined
FREEZEOUT LAKE,7680.0,MT,1993,Missing/Undefined
LOST TRAIL,1200.0,MT,1994,Missing/Undefined
,600.0,AZ,1995,Missing/Undefined
,1100.0,AZ,1994,Lightning
ELK CREEK,700.0,MT,1994,Missing/Undefined
SNOWCREST/ROBB,1033.0,MT,1994,Missing/Undefined
WILLOW CK.,620.0,MT,1994,Missing/Undefined
9-MILE-Y,1390.0,MT,1994,Missing/Undefined
GRIERSON,6400.0,MT,1994,Missing/Undefined
CUNNINGHAM,5000.0,MT,1994,Missing/Undefined
TOWER HILL,900.0,MT,1994,Missing/Undefined
,800.0,AZ,1993,Arson
,3389.0,AZ,1993,Smoking
,800.0,AZ,1993,Missing/Undefined
,400.0,AZ,1993,Railroad
,887.0,AZ,1992,Miscellaneous
BLACK MT,2000.0,AZ,1992,Equipment Use
GILMAN CANYON II,545.0,OR,1999,Lightning
BIG SPRINGS,1770.0,OR,1994,Lightning
SIMPSON,2225.0,OR,2005,Arson
BADGER,1000.0,OR,1994,Lightning
PLACEDER GULCH,620.0,OR,1999,Lightning
RHEA CREEK,750.0,OR,1999,Campfire
ALLAGASH,1092.0,ME,1992,Debris Burning
T4R12 & T5R12,856.0,ME,1992,Smoking
STREET CANYON,1093.0,OR,1996,Debris Burning
,640.0,AZ,1993,Railroad
MARKLE PASS,1150.0,MT,1994,Missing/Undefined
POLE GULCH,320.0,MT,1995,Missing/Undefined
FEBRUARY,700.0,MT,1995,Missing/Undefined
ROSEBUD/CUSTER COMPLEX,1581.0,MT,1995,Missing/Undefined
FLAT TOP,1515.0,MT,1995,Missing/Undefined
SHEEP CREEK #1,700.0,MT,1996,Missing/Undefined
DOVER RANCH,4500.0,MT,1996,Missing/Undefined
SAND CREEK,702.0,MT,1996,Missing/Undefined
CASCADE BUTTE,1100.0,MT,1996,Missing/Undefined
SPRING CREEK,3200.0,MT,1996,Missing/Undefined
POWDERVILLE,62000.0,MT,1996,Missing/Undefined
COLSTRIP,1000.0,MT,1996,Missing/Undefined
FORT KEOGH,800.0,MT,1996,Missing/Undefined
T.K.FIRE,1204.5,MT,1997,Missing/Undefined
POCKET CREEK,2395.4,MT,1998,Missing/Undefined
BURNT SHED,6355.89,MT,1998,Missing/Undefined
JOHNSTONE,7800.0,MT,1999,Missing/Undefined
OUTLOOK,6952.0,MT,1999,Missing/Undefined
ALLEX CREEK,1231.05,MT,1999,Missing/Undefined
PINE RIDGE,3900.0,MT,1999,Missing/Undefined
STEPHENS HILL,700.0,MT,1999,Missing/Undefined
BIRNEY,800.0,MT,1999,Missing/Undefined
WESSEL RANCH,1200.0,MT,1999,Missing/Undefined
EDGAR FIRE,2173.0,MT,1999,Missing/Undefined
CHRISTMAS,4400.0,MT,1999,Missing/Undefined
,328.0,AZ,1992,Children
RIO,24505.0,AZ,1995,Lightning
,6628.0,AZ,1993,Equipment Use
GRANITE,2569.0,AZ,1992,Miscellaneous
,573.0,AZ,1995,Equipment Use
,1200.0,AZ,1995,Lightning
,400.0,AZ,1993,Miscellaneous
ROBERTS CREEK,13479.54,OR,2002,Lightning
FIRST CREEK,3220.0,OR,1994,Lightning
RHINEHART,680.0,OR,2005,Arson
TAMARACK CREEK,7900.0,OR,2000,Debris Burning
WILLS CANYON,895.0,OR,2005,Lightning
SHELDON RIDGE,12681.0,OR,2002,Lightning
SPENCE,1005.0,OR,1994,Arson
FITZPATRICK,300.0,NM,1992,Missing/Undefined
TWO-C,710.0,NM,1992,Missing/Undefined
BENNETT,400.0,NM,1993,Missing/Undefined
VAUGHN,1700.0,NM,1993,Missing/Undefined
MIMBRES,320.0,NM,1993,Missing/Undefined
STONE2,900.0,NM,1993,Missing/Undefined
CONNER,640.0,NM,1993,Missing/Undefined
BEST,960.0,NM,1993,Missing/Undefined
JESSICA,600.0,NM,1993,Missing/Undefined
DAN,1280.0,NM,1993,Missing/Undefined
SACATON,400.0,NM,1993,Missing/Undefined
HAWTHORNE,320.0,NM,1993,Missing/Undefined
HALFWAY,1920.0,NM,1993,Missing/Undefined
ALEXANDER,640.0,NM,1993,Missing/Undefined
PARKER,320.0,NM,1993,Missing/Undefined
GIBBS,2560.0,NM,1993,Missing/Undefined
DE DIOS,3000.0,NM,1993,Missing/Undefined
TOLLETT,800.0,NM,1993,Missing/Undefined
PORTER,2500.0,NM,1993,Missing/Undefined
GARRETT,500.0,NM,1993,Missing/Undefined
LAWLES,400.0,NM,1993,Missing/Undefined
HOLMES,650.0,NM,1993,Missing/Undefined
MAXWELL,500.0,NM,1993,Missing/Undefined
BERLIER,2300.0,NM,1993,Missing/Undefined
WOODS,7000.0,NM,1994,Missing/Undefined
TRACK,2120.0,NM,1994,Missing/Undefined
LUCE,4000.0,NM,1994,Missing/Undefined
KEITH,6000.0,NM,1994,Missing/Undefined
SZALOY,640.0,NM,1994,Missing/Undefined
MOLYNEAUX,620.0,NM,1994,Missing/Undefined
XT,1500.0,NM,1994,Missing/Undefined
TROY,900.0,NM,1994,Missing/Undefined
JESTER,1500.0,NM,1994,Missing/Undefined
WEEMS,1500.0,NM,1994,Missing/Undefined
FLOYD,700.0,NM,1994,Missing/Undefined
BARN,960.0,NM,1994,Missing/Undefined
GUNCLUB,1600.0,NM,1994,Missing/Undefined
J.D.,800.0,NM,1994,Missing/Undefined
WYLIE,1000.0,NM,1994,Missing/Undefined
DOWNING,2110.0,NM,1994,Missing/Undefined
GRAY,3200.0,NM,1994,Missing/Undefined
FITZPATRICK,3000.0,NM,1994,Missing/Undefined
ANDERSON,2010.0,NM,1994,Missing/Undefined
WHITE WATER,1000.0,NM,1994,Missing/Undefined
FLAT COMPLEX,41800.0,NM,1994,Missing/Undefined
ANTELOPE WEL,1320.0,NM,1994,Missing/Undefined
WHITE HORSE,1850.0,NM,1994,Missing/Undefined
LYNCH,4880.0,NM,1994,Missing/Undefined
SIGNAL,700.0,NM,1994,Missing/Undefined
BROAD,825.0,NM,1994,Missing/Undefined
RELAPSE,17000.0,NM,1994,Missing/Undefined
