FIRE_NAME,FIRE_SIZE,STATE,FIRE_YEAR,STAT_CAUSE_DESCR
NABOURS,789.0,NM,2003,Lightning
SPRUCE,5719.0,NM,2003,Lightning
SILVER,1783.0,NM,2003,Lightning
JIMTOWN,1210.0,MT,2003,Campfire
CATHEDRAL PEAK,1973.0,MT,2003,Lightning
SADERBALM,857.0,MT,2003,Lightning
SAGE,660.0,MT,2003,Lightning
SHEEP CAMP,840.0,MT,2003,Campfire
BEAR CREEK WFU,1869.0,CO,2003,Lightning
NORTH FORK LICK,2534.0,ID,2003,Lightning
SAPP,9674.0,ID,2003,Lightning
BEAR,940.0,ID,2003,Lightning
RED TOP,891.0,ID,2003,Lightning
MARBLE,6080.0,ID,2003,Lightning
RICHARDSON,1787.0,ID,2003,Lightning
HAAS RIDGE,4861.0,OR,2003,Lightning
TWO CORRAL,10504.0,OR,2003,Lightning
HAZEL MTN.,500.0,OR,2003,Lightning
POET,2350.0,ID,2003,Lightning
BRONC,921.0,ID,2003,Lightning
BRUSHY SPOON,603.0,ID,2003,Lightning
SADDLE FORK,1477.0,ID,2003,Lightning
WEST MOOSE,714.0,ID,2003,Lightning
CURLEY,523.0,ID,2003,Lightning
UPPER TWIN,1316.0,ID,2003,Lightning
BEAR,2174.0,ID,2003,Lightning
MUDD,4102.0,CA,2003,Lightning
WHITT,1014.0,CA,2003,Lightning
MINERAL PARK,3654.0,WA,2003,Lightning
SNOWBANK,37405.0,MT,2003,Lightning
MOOSE WASSON,1802.0,MT,2003,Lightning
WINSLOW / IDAHO,4612.0,ID,2003,Lightning
TOGO,5285.0,WA,2003,Lightning
DEL VENTURI,861.0,CA,2003,Miscellaneous
PIRU,63720.0,CA,2003,Equipment Use
CLARK,4964.0,OR,2003,Miscellaneous
HANSON,519.7,ID,2003,Debris Burning
DAVIS FIRE     0345,21135.0,OR,2003,Children
BUTTE,585.0,ID,2003,Lightning
THREE LINKS 5,782.0,ID,2003,Lightning
COVE,529.0,ID,2003,Lightning
MCCONNELL N,2687.0,ID,2003,Lightning
ROCK GARDEN,1119.0,ID,2003,Lightning
WAG MEADOWS 2,844.0,ID,2003,Lightning
BIG SAND,690.0,ID,2003,Lightning
RHODES,715.0,ID,2003,Lightning
CAYUSE LAKE,2601.0,ID,2003,Lightning
PLEASANT,3868.0,ID,2003,Lightning
FISH,3732.0,ID,2003,Lightning
BEAVER LAKES,12467.0,ID,2003,Lightning
HOPEFUL 2,3509.0,ID,2003,Lightning
WENDOVER,3439.0,ID,2003,Lightning
SIAH LAKE,598.0,ID,2003,Lightning
BEARS OIL,883.0,ID,2003,Lightning
FIDDLE,708.0,ID,2003,Lightning
PINCHOT CREEK,2434.0,ID,2003,Lightning
PARK,734.0,ID,2003,Lightning
PACK CREEK,739.0,ID,2003,Lightning
SHASTA,1926.0,ID,2003,Lightning
BERG 3,2102.0,ID,2003,Miscellaneous
CRAZY HORSE,11300.0,MT,2003,Lightning
RED POINT,17568.0,SD,2003,Lightning
PETTIBONE CREEK,11833.0,ID,2003,Lightning
SLIMS,12011.0,ID,2003,Lightning
PICTURE,12900.0,AZ,2003,Campfire
NEW,866.0,AZ,2003,Lightning
WOODENSHOE,2710.0,UT,2003,Campfire
GILLAM,460.0,CA,2003,Miscellaneous
EAST TABLE,3599.0,WY,2003,Campfire
MOSS RIDGE,3055.0,WY,2003,Lightning
NORTH HOWARD,2843.0,MT,2003,Lightning
BOOTH  0848,79734.0,OR,2003,Lightning
SQUARE LAKE,1097.0,WA,2003,Lightning
BEAR BUTTE,11035.0,OR,2003,Lightning
LINK   0390,3590.0,OR,2003,Miscellaneous
BULL SPRINGS 2,1266.0,OR,2003,Lightning
STRAWBERRY,1021.0,MT,2003,Lightning
HIDDEN LAKE,3275.0,MT,2003,Miscellaneous
MUSSIGBROD,46681.0,MT,2000,Lightning
18 FIRE  0555,3800.0,OR,2003,Miscellaneous
CAPULIN,6529.0,NM,2003,Lightning
MORMON,2712.3,AZ,2003,Lightning
LIZARD,5270.0,AZ,2003,Lightning
CANYON CREEK,5400.0,ID,2003,Arson
SOUTH FORK,6970.0,ID,2003,Miscellaneous
GOLD ONE,8296.0,MT,2003,Lightning
BIG CREEK,1350.0,MT,2003,Campfire
OLD,91281.0,CA,2003,Arson
ISABEL,4535.0,WA,2003,Lightning
FISH CREEK,3008.0,MT,2003,Lightning
THOMPSON CREEK,33948.0,MT,2003,Lightning
MINERAL/PRIMM,25202.0,MT,2003,Lightning
WARFIELD ROAD,764.0,MI,2003,Debris Burning
ALDRICH ROAD,531.0,MI,2003,Arson
MAPLE 2,2409.0,WA,2003,Lightning
CRYSTAL,1300.0,WA,2003,Campfire
CHERRY,943.0,AZ,2003,Debris Burning
TALON,500.0,MT,2003,Lightning
BLACKFOOT LAKE,14194.0,MT,2003,Lightning
LARGO,1851.0,AZ,2003,Lightning
MAVERICK,2000.0,AZ,2003,Lightning
MAPLE,2850.0,AZ,2003,Lightning
THOMAS,10644.0,AZ,2003,Lightning
STEEPLE,6105.0,AZ,2003,Lightning
WEDGE CANYON,50981.0,MT,2003,Lightning
ROBERT,57273.0,MT,2003,Miscellaneous
BOX,1031.0,CA,2003,Lightning
DOE,460.0,MT,2003,Lightning
BETA LAKE,2615.0,MT,2003,Lightning
ASPEN,82440.0,AZ,2003,Miscellaneous
GYP MOUNTAIN,4992.0,MT,2003,Lightning
UNA,1172.0,MT,2003,Lightning
WILDCAT,703.0,WY,2003,Lightning
LAKE CREEK,1034.0,WY,2003,Lightning
RABBIT CREEK,1663.0,WY,2003,Miscellaneous
GRAMM,724.0,WY,2003,Smoking
BRIDGE,1352.0,CA,2003,Miscellaneous
LIME CREEK,3148.0,MT,2003,Lightning
GORDON CREEK,14845.0,MT,2003,Lightning
LEOTA PEAK,1740.0,MT,2003,Lightning
MID,11213.0,MT,2003,Lightning
SOME CREEK,11772.0,MT,2003,Lightning
BARTLETT MOUNTAIN,1529.0,MT,2003,Lightning
CENTERVILLE,500.0,UT,2003,Children
BALL CREEK,7520.0,MT,2003,Lightning
FARMINGTON,2000.0,UT,2003,Arson
KELSAY,1204.0,OR,2003,Lightning
CAVE,500.0,AZ,2003,Lightning
RED ROCK,2763.0,AZ,2003,Campfire
TOBIAS,13843.0,ID,2003,Campfire
WITHINGTON,10567.0,ID,2003,Lightning
RUSH,940.0,ID,2003,Lightning
FALCONBERRY,25007.0,ID,2003,Campfire
CRYSTAL,1440.0,ID,2003,Lightning
PROSPECT CREEK,2800.0,ID,2003,Lightning
LITTLE HELLHOLE,1834.0,SC,2003,Miscellaneous
HIGHWAY 50,590.0,NV,2003,Miscellaneous
SUMMIT,6721.0,CA,2003,Lightning
CASCADE 2,7828.0,UT,2003,Miscellaneous
CHERRY CREEK 2,5720.0,UT,2003,Miscellaneous
ANT PARK,2106.0,MT,2003,Lightning
ROBB,2196.0,NV,2003,Miscellaneous
MOUNTAIN,3090.0,CA,2003,Lightning
COD FISH,814.0,CA,2003,Lightning
CHILCOOT COMPLEX,5635.0,CA,2003,Lightning
ACKLEY,9940.0,CA,2003,Lightning
BAKERS HOLE,506.0,MT,2003,Campfire
SLIPPERY CREEK,1072.0,MT,2003,Lightning
ROUGH DRAW,1029.0,MT,2003,Lightning
BRUNDAGE,3200.0,MT,2003,Lightning
RATHBONE,3010.0,MT,2003,Lightning
YELLOW,554.0,CA,2003,Lightning
FAREWELL,81343.0,WA,2003,Lightning
NORTH STODDARD,1829.0,ID,2003,Lightning
HORSE,800.0,ID,2003,Lightning
CRAMER,5614.0,ID,2003,Lightning
HAUSER,2038.0,CA,2003,Miscellaneous
HILL CITY BLUES 2,2272.65,ID,2003,Debris Burning
LOMA,3740.0,CA,2003,Miscellaneous
LANGLAS DRAW,720.0,CO,2003,Lightning
NEEDLES,21300.0,WA,2003,Lightning
SEABEE,1090.0,MS,2003,Equipment Use
LITTLE HORN II,7400.0,WY,2003,Lightning
DEEP LAKE,6980.0,WY,2003,Lightning
RILEY POINT,800.0,WY,2003,Lightning
NORRIS,5425.0,WY,2003,Lightning
BOULDER BASIN II,10953.0,WY,2003,Lightning
BLACKWATER,1462.0,WY,2003,Lightning
SHELLEY,850.0,CA,2002,Miscellaneous
CEDAR,280059.0,CA,2003,Campfire
COONEY,1850.0,CA,2003,Lightning
HOOKER,2241.0,CA,2003,Lightning
PARADISE,56427.0,CA,2003,Arson
CHINA,509.0,CA,2003,Lightning
TURNBO,18585.0,NM,2003,Lightning
DRY,65000.0,NM,2003,Lightning
MOONSHINE,27600.0,NM,2003,Lightning
WALKER,3439.0,NM,2003,Arson
HOT CREEK,26560.0,ID,2003,Lightning
SELLERS,493.5,MO,2004,Debris Burning
BOARDMAN,510.0,CA,2003,Lightning
HAPPY CAMP,1481.0,CA,2003,Lightning
SPANISH,6058.0,CA,2003,Campfire
DEAFY,4696.0,CA,2003,Lightning
POLK CREEK MOUNTAIN,933.0,AR,2004,Arson
ROCK CREEK,860.0,ID,2003,Miscellaneous
HAYSTACK,24400.0,WA,1992,Smoking
DAM,340.0,WA,1993,Railroad
BUZZARD KNOB,380.0,NC,2004,Smoking
THE DALLES MT. ROAD,1200.0,WA,1998,Miscellaneous
WEBBER,4311.0,AZ,2004,Campfire
AVERY,3505.5,WA,1998,Miscellaneous
ROWENA,2208.0,OR,1998,Railroad
BLOODY BLUFF,375.0,FL,2004,Arson
KINSEY,372.0,SC,2004,Arson
MONKEY TAIL,371.0,SC,2004,Miscellaneous
MAJOR CREEK,740.5,WA,1999,Arson
EAST FORK,26279.0,FL,2004,Arson
ROCKY KNOB,275.0,GA,2004,Arson
COTTONWOOD,560.0,CA,2004,Debris Burning
SCHAFF II,556.0,CO,2002,Railroad
IMPASABLE 1,34660.0,FL,2004,Debris Burning
FOX,1020.0,AZ,2004,Lightning
ROYS PLACE,290.0,SC,2004,Debris Burning
PENASCO,16020.0,NM,2002,Smoking
SPRING CREEK WFU,577.0,CO,2004,Lightning
MYRTLE CREEK,3449.0,ID,2003,Miscellaneous
RED BULL,1836.0,UT,2004,Lightning
PIGEON,800.0,AZ,2004,Miscellaneous
PHANTOM,268.0,ID,2004,Lightning
MAGAZINE,300.0,AZ,2004,Lightning
JACK,300.0,AZ,2004,Lightning
HUMBOLDT,928.0,AZ,2004,Lightning
NEW,1200.0,AZ,2004,Lightning
WHITETAIL,493.0,ND,2004,Equipment Use
ROAD 1,2820.0,FL,2004,Miscellaneous
BOMBING RANGE 1,340.0,FL,2004,Equipment Use
NORTH BATTLE,882.4,ID,2004,Lightning
COLE COMPLEX,3128.0,CA,2004,Lightning
MID-BULL,1080.0,NV,2004,Lightning
WATERFALL,8723.0,NV,2004,Campfire
HAMILTON,275.39,CA,2004,Debris Burning
COOK,1800.0,MT,2004,Lightning
LITTLE BRADSHAW,3387.3,MT,2004,Lightning
HAWKINS 2,10000.0,UT,2004,Lightning
HAWKINS 1,8000.0,UT,2004,Lightning
PINE PARK 2,4799.0,UT,2004,Lightning
BENT CANYON,811.0,CO,2004,Lightning
EARLY,1750.0,CA,2004,Miscellaneous
FREDS'S,768.0,CA,2004,Arson
JONES,710.0,UT,2004,Lightning
DIAMOND 2,1150.0,AZ,2004,Miscellaneous
DOLLAR,801.0,ID,2004,Lightning
CHINA,350.0,CA,2004,Miscellaneous
CAMP,691.0,CA,2004,Miscellaneous
DEEP,3222.0,CA,2004,Miscellaneous
INTERSTATE,375.0,CA,2004,Equipment Use
PINES,17418.0,CA,2004,Miscellaneous
THREE FORKS,7905.0,AZ,2004,Smoking
WILLOW,119500.0,AZ,2004,Lightning
MIKES CREEK,280.0,ND,2004,Lightning
MODOC POINT,295.0,OR,2004,Arson
NORTH STAR BUTTE,1030.0,ID,2004,Lightning
KP,16625.0,AZ,2004,Campfire
KINSEY HUNT,448.0,MI,2004,Miscellaneous
SOURCE,385.0,CA,2004,Miscellaneous
HALF LUNCH,352.0,ID,2004,Lightning
INDIAN CREEK,385.0,ID,2004,Lightning
JACKET,17218.9,AZ,2004,Lightning
DEEP HARBOR,29700.0,WA,2004,Lightning
SISI RIDGE,280.0,WA,2004,Lightning
HAZEL II,345.0,OR,2004,Lightning
JIM WHITE RIDGE,580.0,OR,2004,Lightning
POT PEAK,17226.0,WA,2004,Lightning
SIMS,4030.0,CA,2004,Equipment Use
RATTLESNAKE PEAK,780.0,WA,2004,Lightning
TRANSFER,1058.0,AZ,2004,Lightning
CAMP 36,3052.0,AZ,2004,Lightning
MORGAN,670.0,AZ,2004,Lightning
WILDSTEER,1220.0,AZ,2004,Lightning
PORTER WFU,2911.0,ID,2004,Lightning
ICICLE,778.0,WA,2004,Lightning
WEST FORK CREEK,314.0,WY,2004,Lightning
NUTTALL,29400.0,AZ,2004,Lightning
WILLIAMS BUTTE,1257.0,WA,2004,Lightning
FREEZOUT,838.0,WA,2004,Lightning
CABIN CREEK,795.0,ID,2004,Lightning
BEAR SPRING,1005.0,ID,2004,Lightning
LOOKOUT,5280.0,NM,2004,Campfire
HARRISION,350.0,OK,2004,Equipment Use
LITTLE TANK FIRE,631.0,AL,2004,Miscellaneous
ROSE,1200.0,AZ,2004,Miscellaneous
TRIANGLE,305.0,FL,2004,Arson
GRASSY,4232.0,OR,2004,Lightning
PITCHFORK,535.0,NM,2004,Lightning
SEDGWICK,8595.0,NM,2004,Children
RINCON,3097.0,NM,2004,Lightning
GRANNY,5649.0,NM,2004,Lightning
HUNTER,350.0,NM,2004,Campfire
TUOLUMNE,800.0,CA,2004,Miscellaneous
SIX MILE,4762.0,UT,2004,Lightning
LONGNOSE,800.0,SC,2004,Arson
BLACKBRIER,282.0,AR,2004,Arson
B391,2850.0,AK,1995,Lightning
THOMAS RAN,730.0,OK,1996,Arson
THOMASRANC,1240.0,OK,1996,Arson
CODY,4000.0,OK,1996,Arson
ARBUCKLE,650.0,OK,1996,Arson
SPRINGER,3119.0,OK,1996,Arson
LAKEMURRAY,2584.0,OK,1996,Arson
VELMA,1100.0,OK,1996,Powerline
VELMA#2,1800.0,OK,1996,Arson
CANEY CREE,570.0,OK,1998,Miscellaneous
F93,450.0,OK,1995,Arson
F92,850.0,OK,1995,Arson
F128,2310.0,OK,1995,Arson
F194,320.0,OK,1995,Arson
96-92,800.0,OK,1996,Arson
96-97,1900.0,OK,1996,Miscellaneous
MOTEN MTN,290.0,OK,1997,Arson
F138,640.0,OK,1994,Arson
F8,800.0,OK,1995,Arson
GOODEAGLE,562.0,OK,1992,Debris Burning
SLIM JIM,449.2,OK,1992,Arson
GREENBACK,903.0,OK,1999,Arson
WHITEHORN,500.0,OK,1999,Arson
,340.0,OK,1993,Debris Burning
,320.0,OK,1993,Arson
,980.0,OK,1994,Arson
SHEPPERD,800.0,ND,1998,Lightning
JONHSON,700.0,ND,1998,Lightning
,650.0,OK,1994,Debris Burning
,650.0,OK,1994,Arson
,760.0,OK,1994,Debris Burning
091,600.0,OK,1999,Arson
STATE FIRE,158000.0,FL,1999,Arson
TRESPASS,250.0,FL,1997,Debris Burning
BURNOUT,27000.0,FL,1999,Lightning
FOX FIRE,383.0,ND,1995,Equipment Use
LD2305,1190.0,ND,1999,Arson
,948.0,SD,1992,Miscellaneous
,547.0,ND,1992,Lightning
,500.0,SD,1992,Debris Burning
,300.0,ND,1992,Children
,320.0,SD,1992,Miscellaneous
JACOBS,800.0,SD,1994,Lightning
SOLEN,2160.0,ND,1999,Smoking
RUN DRAWS,600.0,SD,1999,Children
HELLSGALE,5703.0,SD,1999,Powerline
WILKIE,291.0,ND,1997,Miscellaneous
TMCOMPLEX2,660.0,ND,1999,Miscellaneous
,296.8,NE,1992,Smoking
OR20,800.0,NE,1996,Smoking
OR5,582.0,NE,1999,Smoking
FISHER,1089.4,SD,1993,Equipment Use
MITCHELL,617.0,SD,1995,Equipment Use
COOK,522.0,SD,1998,Equipment Use
SANDOZ,355.0,SD,1992,Smoking
WHITERIVER,5969.6,SD,1992,Equipment Use
PIYAWICONI,3500.0,SD,1992,Children
YOUNG MAN,711.6,SD,1993,Debris Burning
OGLALA T,1884.0,SD,1993,Arson
RAPP,740.0,SD,1994,Smoking
SHORT BULL,1250.0,SD,1994,Debris Burning
BAD BOB,1368.0,SD,1994,Equipment Use
CUZ'N T 01,1252.0,SD,1995,Debris Burning
HISLE,974.0,SD,1995,Debris Burning
WK CREEK,580.0,SD,1995,Equipment Use
WK.CREEK 2,874.0,SD,1995,Arson
ALLEN,400.0,SD,1995,Debris Burning
SLMBTTE 3,735.0,SD,1996,Debris Burning
RSVILLAGE,800.0,SD,1996,Campfire
WOLFCREEK,1440.0,SD,1996,Smoking
WAMBLEE,210.0,SD,1997,Debris Burning
WK-4,750.0,SD,1997,Children
RED SHIRT,667.0,SD,1998,Children
SUNDANCE,350.0,SD,1998,Children
LONG DAY,562.0,SD,1998,Arson
RED SHIRT,300.0,SD,1998,Debris Burning
WATERS,613.0,SD,1998,Equipment Use
TURKEY,1155.0,SD,1998,Children
RAWHIDE,1200.0,SD,1999,Debris Burning
BIG CROW,2475.0,SD,1999,Arson
HERMIS,525.0,SD,1999,Smoking
TIBBITTS,850.0,SD,1999,Equipment Use
PITTMAN,1275.0,SD,1999,Equipment Use
KYLE,1100.0,SD,1999,Debris Burning
RIDGE RUNN,1705.0,SD,1992,Arson
LONE PINE,868.0,SD,1995,Arson
IRONWOOD,532.0,SD,1998,Arson
FORTUNE,1782.0,SD,1999,Powerline
PHIPPS,1327.0,SD,1999,Equipment Use
CAN HILL,1720.0,SD,1999,Children
,400.0,SD,1992,Debris Burning
GREERLK,1050.0,MN,1999,Debris Burning
,4200.0,MN,1994,Miscellaneous
,11420.0,MN,1994,Arson
R92,3500.0,MN,1995,Miscellaneous
R307,2178.0,MN,1997,Miscellaneous
RL3,6000.0,MN,1998,Debris Burning
RL202,500.0,MN,1998,Miscellaneous
RL336,1122.0,MN,1998,Miscellaneous
RL10,500.0,MN,1999,Miscellaneous
RL422,850.0,MN,1999,Miscellaneous
RL424,1000.0,MN,1999,Miscellaneous
RL421,660.0,MN,1999,Miscellaneous
RL400,600.0,MN,1999,Miscellaneous
WHITEWATER,360.0,AZ,1995,Debris Burning
ALLENTOWN5,3392.5,AZ,1996,Lightning
HDSCRABBLE,2673.6,AZ,1996,Lightning
TEECNOSPOS,263.2,AZ,1997,Debris Burning
BADMEDICIN,307.0,AZ,1998,Debris Burning
EASTMILL,328.0,AZ,1998,Lightning
MICHAUD 3,1765.0,ID,1992,Lightning
MARKER 62,1654.0,ID,1992,Lightning
ONEMILE,918.0,ID,1992,Lightning
HATWAIEAST,620.0,ID,1994,Lightning
BEARDY,500.0,ID,1998,Smoking
NIARADA,4268.0,MT,1994,Equipment Use
PERMA,670.0,MT,1994,Equipment Use
MCDONALD,7494.0,MT,1994,Lightning
BROWNRANCH,467.0,MT,1999,Debris Burning
MCDONALD,1236.0,MT,1999,Smoking
SQUAW CREE,683.0,OR,1994,Powerline
LUTHER'S,320.0,OR,1992,Lightning
JOHNSON LK,358.0,OR,1993,Debris Burning
LECLAIRE,33490.0,OR,1994,Structure
KUCKUP,1320.0,OR,1996,Children
SIMNASHO,118230.0,OR,1996,Equipment Use
SCHOOLIE,827.6,OR,1998,Lightning
MCCORKLE,1276.0,OR,1998,Smoking
MILLERFLAT,1066.0,OR,1998,Equipment Use
LITE SUPP,750.0,OR,1999,Lightning
CALICA LRG,1587.7,OR,1999,Arson
RAINBO QUR,3027.0,OR,1999,Campfire
HEHE FIRE,6172.0,OR,1999,Debris Burning
WHITMORE,6985.0,WA,1992,Lightning
BOOT MTN,4940.0,WA,1992,Lightning
RATTLESNAK,3250.0,WA,1992,Lightning
JACKASS BU,1288.0,WA,1992,Miscellaneous
COLD SPRIN,1198.0,WA,1994,Arson
TIMBERLINE,15238.0,WA,1996,Miscellaneous
WANNACUTT,3000.0,WA,1996,Miscellaneous
COLD SPRIN,1170.0,WA,1998,Lightning
KARTAR 2,454.5,WA,1998,Lightning
GREENWAY,327.8,WA,1998,Lightning
JOE MOSES,417.1,WA,1998,Lightning
KAISER CYN,1262.0,WA,1998,Lightning
OWHI LK WE,643.0,WA,1999,Miscellaneous
STUBBLEFID,475.6,WA,1999,Lightning
TIMME RANC,1637.0,WA,1999,Powerline
SOAP LK MT,607.0,WA,1999,Equipment Use
,655.0,WA,1992,Debris Burning
2-RIVERS,2918.0,WA,1999,Debris Burning
,2261.0,WA,1992,Debris Burning
LIZZY,2620.0,WA,1992,Equipment Use
DRYCREEK I,400.0,WA,1992,Equipment Use
3701,340.0,WA,1993,Debris Burning
TULE RD,560.0,WA,1993,Debris Burning
YEDLICK,3237.0,WA,1994,Lightning
LAKEBEDS,5600.0,WA,1994,Lightning
ROAD 135,1800.0,WA,1994,Lightning
SPRING CK,1500.0,WA,1994,Lightning
TULEE RD.,1000.0,WA,1996,Arson
LOGY COW,248.0,WA,1997,Campfire
ROCK BLUFF,7926.0,WA,1998,Lightning
JO JO,2000.0,WA,1998,Lightning
JOJO#3,7900.0,WA,1998,Equipment Use
WES.RD#1,600.0,WA,1999,Equipment Use
,800.0,CA,1992,Children
BURNEY,800.0,CA,1993,Fireworks
RINCON #7,350.0,CA,1992,Arson
STATE 1622,411.0,CA,1992,Arson
TRIBAL,2500.0,CA,1993,Arson
RINCON,1800.0,CA,1996,Arson
WOHLFORD,423.0,CA,1997,Arson
WILDCAT,3568.0,CA,1998,Lightning
THISTLE II,876.0,CA,1998,Arson
OAT II,620.0,CA,1999,Arson
RDOORECMPX,4000.0,MT,1992,Smoking
NORTHRIDGE,2000.0,MT,1992,Smoking
WALBERGERS,1550.0,MT,1994,Equipment Use
WALBERGER3,650.0,MT,1994,Debris Burning
LIVERMORE,1080.0,MT,1994,Lightning
SHORTY II,400.0,MT,1995,Debris Burning
SHARPSFIRE,4000.0,MT,1996,Lightning
WELCH,700.0,MT,1999,Smoking
DEADOUT,800.0,MT,1999,Miscellaneous
,800.0,MT,1992,Debris Burning
,900.0,MT,1994,Equipment Use
,3554.0,MT,1994,Lightning
,1827.0,MT,1994,Lightning
CROWNBUTTE,700.0,MT,1995,Lightning
LASTSTAND,4290.0,MT,1996,Railroad
COLFAX,7162.0,MT,1996,Equipment Use
TOLLUCA,2948.0,MT,1996,Smoking
DUNMORE I,1855.0,MT,1996,Lightning
ROLLOVER,10095.0,MT,1996,Equipment Use
GOOD LUCK,500.0,MT,1999,Lightning
MIKE,1190.0,MT,1992,Debris Burning
APRILFOOL,735.0,MT,1992,Miscellaneous
LAID OFF,297.0,MT,1992,Smoking
GRASS,330.0,MT,1992,Lightning
MAYOR,1300.0,MT,1995,Smoking
KIRKALDIE,690.0,MT,1997,Lightning
ANTELOPE,350.0,MT,1997,Lightning
HERD,2081.0,MT,1997,Smoking
DUMMY,529.0,MT,1998,Arson
HALLOWEEN,883.0,MT,1999,Campfire
LONGHAIR,523.0,MT,1993,Smoking
HOLLOW RCH,525.0,MT,1995,Lightning
J.BAUER,1152.0,MT,1996,Equipment Use
FRAZERWEST,436.0,MT,1997,Equipment Use
JUEL,755.0,MT,1998,Equipment Use
HALLOWEEN,2436.0,MT,1999,Railroad
BABY DEAN,60300.0,MT,1994,Arson
SCARFACEII,1074.3,MT,1996,Lightning
GARFIELD,2050.1,MT,1998,Lightning
SHIRLEY,1200.0,MT,1999,Debris Burning
DAWN FIRE,600.0,WY,1993,Arson
17MILE#6,1344.0,WY,1994,Lightning
RAILROAD 2,850.0,WY,1996,Railroad
LODGEFIRE,500.0,WY,1997,Debris Burning
FLAMINGDER,982.0,WY,1997,Fireworks
ETNA,320.0,OK,1997,Miscellaneous
BLACK RIDG,7271.0,CO,1994,Lightning
NTOWAOC,225.8,CO,1997,Children
YELLOW,4500.0,NM,1994,Debris Burning
HARLEY,360.0,NM,1995,Debris Burning
ELK SPRING,2500.0,NM,1996,Miscellaneous
CHINO WELL,8260.0,NM,1996,Miscellaneous
RODRIGUEZ,289.0,NM,1997,Debris Burning
TELEPHONE,2208.0,NM,1999,Miscellaneous
WHITETAIL,750.0,NM,1999,Equipment Use
,960.0,NM,1993,Lightning
"""85""",1000.0,NM,1995,Debris Burning
GINGER,2000.0,NM,1995,Debris Burning
LAGOON,334.0,NM,1997,Debris Burning
WETLANDS,389.0,NM,1995,Arson
RIVER,1000.0,AZ,1993,Debris Burning
NO NAME,500.0,AZ,1993,Arson
LOST LAKE,2360.0,CA,1995,Arson
POSTON,1000.0,AZ,1995,Arson
WALTERS,446.0,CA,1998,Debris Burning
SOMBRERO,460.0,AZ,1995,Lightning
WHITESPRG,4263.0,AZ,1996,Arson
CBQ RIDGE,670.0,AZ,1996,Arson
RAINBOW,4382.6,AZ,1999,Arson
DAYZIE,500.0,AZ,1992,Miscellaneous
OLD YELLOW,1150.0,AZ,1992,Miscellaneous
,1000.0,AZ,1992,Miscellaneous
ESTRELLA,300.0,AZ,1992,Miscellaneous
S.CHANDLER,600.0,AZ,1993,Miscellaneous
HILL,350.0,AZ,1993,Arson
SANTA CRUZ,2250.0,AZ,1993,Miscellaneous
TANNER,800.0,AZ,1993,Debris Burning
INDU PARK,500.0,AZ,1993,Arson
JUMPING,600.0,AZ,1993,Debris Burning
BUICK,2500.0,AZ,1993,Arson
TANNER,1800.0,AZ,1993,Debris Burning
CO-OP,700.0,AZ,1995,Miscellaneous
ESTRELLA,700.0,AZ,1995,Miscellaneous
MONTEZUMA,6512.0,AZ,1995,Arson
CHUICHU#6,2106.0,AZ,1992,Miscellaneous
CHUICHU02,4300.0,AZ,1995,Lightning
APRIL,1000.0,AZ,1993,Miscellaneous
LEO,1455.0,AZ,1994,Equipment Use
BLACK ROCK,350.0,AZ,1995,Equipment Use
RIVER,400.0,AZ,1995,Miscellaneous
CALVARY,1359.4,AZ,1995,Debris Burning
BURDETTE,3000.0,AZ,1995,Miscellaneous
GREEN,1906.0,AZ,1997,Lightning
ROCKY,650.0,AZ,1997,Lightning
GLOVE,650.0,AZ,1998,Arson
BLUE RIVER,2500.0,AZ,1998,Lightning
1002,300.0,AZ,1998,Lightning
ROCKYGULCH,300.0,AZ,1998,Lightning
ROCK,620.0,AZ,1999,Lightning
RANGE,500.0,AZ,1992,Miscellaneous
NEW WATER,600.0,AZ,1993,Lightning
TOWERS-1,10250.0,AZ,1994,Lightning
OFF GUARD,450.0,AZ,1995,Powerline
CACTUS,600.0,AZ,1995,Lightning
TOWER 2,953.0,AZ,1995,Lightning
LOST,6687.0,AZ,1995,Lightning
MUD,1280.0,AZ,1995,Lightning
BOUNDERY,304.0,AZ,1998,Railroad
GRANIT,360.0,NV,1993,Miscellaneous
SKULL CR,1500.0,NV,1994,Lightning
MILLERCREE,700.0,ID,1995,Smoking
PETAN/DRY,8740.0,NV,1996,Lightning
WHITEROCKS,908.0,UT,1999,Miscellaneous
FBKS SW 66,1410.0,AK,1992,Arson
232035,960.0,AK,1992,Arson
213225,48087.0,AK,1992,Miscellaneous
231239,930.0,AK,1992,Lightning
TAL N 45,550.0,AK,1992,Lightning
232266,3390.0,AK,1992,Lightning
BTT 3 48,25600.0,AK,1992,Lightning
CEMWNW73,3130.0,AK,1992,Lightning
CEM SW 50,2840.0,AK,1992,Lightning
CEM NW 60,500.0,AK,1992,Lightning
CEM NW 42,4530.0,AK,1992,Lightning
CEM NW 45,4570.0,AK,1992,Lightning
OTZ NE 35,600.0,AK,1992,Lightning
232412,1040.0,AK,1992,Lightning
232414,35090.0,AK,1992,Lightning
FYU NE 72,790.0,AK,1992,Lightning
FYU E 75,2870.0,AK,1992,Lightning
332205,600.0,AK,1993,Lightning
KKA NE 7,400.0,AK,1993,Lightning
304222,23501.0,AK,1993,Lightning
332229,11250.0,AK,1993,Lightning
332248,36250.0,AK,1993,Lightning
TAL SW 83,5180.0,AK,1993,Lightning
332262,1030.0,AK,1993,Lightning
