STATE,FIRE_YEAR,FIRE_SIZE,FIRE_SIZE_CLASS,DISCOVERY_DATE
UT,2000,0.25,A,2000-07-12
UT,1992,0.25,A,1992-07-13
UT,1997,0.25,A,1997-07-13
UT,1998,0.25,A,1998-07-13
UT,1999,0.25,A,1999-07-13
UT,1999,0.25,A,1999-07-13
UT,1998,0.25,A,1998-07-14
UT,1999,0.25,A,1999-07-14
UT,2002,0.25,A,2002-07-14
UT,1998,0.25,A,1998-07-15
UT,1998,0.25,A,1998-07-15
UT,2002,0.25,A,2002-07-15
UT,1992,0.25,A,1992-07-16
UT,1997,0.25,A,1997-07-16
UT,1997,0.25,A,1997-07-16
UT,1999,0.25,A,1999-07-16
UT,2001,0.25,A,2001-07-16
UT,2001,0.25,A,2001-07-16
UT,1994,0.25,A,1994-07-17
UT,1995,0.25,A,1995-07-17
UT,1999,0.25,A,1999-07-17
UT,2000,0.25,A,2000-07-17
UT,2000,9.0,B,2000-07-17
UT,2001,0.25,A,2001-07-17
UT,1995,0.25,A,1995-07-18
UT,1997,0.25,A,1997-07-18
UT,1998,0.25,A,1998-07-18
UT,1999,0.25,A,1999-07-18
UT,2000,0.25,A,2000-07-18
UT,2002,0.25,A,2002-07-18
UT,1993,0.25,A,1993-07-19
UT,1994,8.0,B,1994-07-19
UT,1996,0.25,A,1996-07-19
UT,2000,0.25,A,2000-07-19
UT,2003,0.25,A,2003-07-19
UT,1997,0.25,A,1997-07-20
UT,2002,0.25,A,2002-07-20
UT,2003,0.25,A,2003-07-20
UT,2003,0.25,A,2003-07-20
UT,1998,0.25,A,1998-07-21
UT,1998,0.25,A,1998-07-21
UT,1998,8.0,B,1998-07-21
UT,1999,0.25,A,1999-07-21
UT,1994,0.25,A,1994-07-22
UT,1997,0.25,A,1997-07-22
UT,1998,0.25,A,1998-07-22
UT,2002,0.25,A,2002-07-22
UT,2002,0.25,A,2002-07-23
UT,1996,0.25,A,1996-07-24
UT,1997,0.25,A,1997-07-24
UT,1999,0.25,A,1999-07-24
UT,1999,0.25,A,1999-07-24
UT,2000,0.25,A,2000-07-24
UT,2002,0.25,A,2002-07-24
UT,1992,0.25,A,1992-07-25
UT,1995,0.25,A,1995-07-25
UT,1997,0.25,A,1997-07-25
UT,1999,0.25,A,1999-07-25
UT,2001,0.25,A,2001-07-25
UT,2003,0.25,A,2003-07-25
UT,2003,0.25,A,2003-07-25
UT,2003,0.25,A,2003-07-25
UT,1996,0.25,A,1996-07-26
UT,2002,0.25,A,2002-07-26
UT,1995,9.0,B,1995-07-27
UT,1997,0.25,A,1997-07-27
UT,1997,0.25,A,1997-07-27
UT,1998,0.25,A,1998-07-27
UT,1999,0.25,A,1999-07-27
UT,1994,0.25,A,1994-07-28
UT,1994,0.25,A,1994-07-28
UT,1996,0.25,A,1996-07-28
UT,1994,0.25,A,1994-07-29
UT,1995,9.0,B,1995-07-29
UT,1999,0.25,A,1999-07-29
UT,2001,0.25,A,2001-07-29
UT,1992,0.25,A,1992-07-30
UT,1994,0.25,A,1994-07-30
UT,1992,0.25,A,1992-07-31
UT,2000,0.25,A,2000-07-31
UT,2001,0.25,A,2001-07-31
UT,1996,0.25,A,1996-08-01
UT,1996,0.25,A,1996-08-01
UT,1997,0.25,A,1997-08-01
UT,2001,0.25,A,2001-08-01
UT,2000,290.0,D,2000-08-02
UT,2001,0.25,A,2001-08-02
UT,1992,0.25,A,1992-08-03
UT,1992,0.25,A,1992-08-03
UT,1994,0.25,A,1994-08-03
UT,1995,0.25,A,1995-08-04
UT,1996,0.25,A,1996-08-04
UT,2001,90.0,C,2001-08-04
UT,1994,0.25,A,1994-08-05
UT,1995,4720.0,F,1995-08-05
UT,1999,0.25,A,1999-08-05
UT,2000,0.25,A,2000-08-05
UT,1993,0.25,A,1993-08-06
UT,1994,0.25,A,1994-08-06
UT,1994,0.25,A,1994-08-06
UT,1995,0.25,A,1995-08-06
UT,2000,0.25,A,2000-08-06
UT,2002,0.25,A,2002-08-06
UT,1995,0.25,A,1995-08-07
UT,1995,0.25,A,1995-08-07
UT,1999,0.25,A,1999-08-07
UT,1999,0.25,A,1999-08-07
UT,2001,0.25,A,2001-08-07
UT,1995,0.25,A,1995-08-08
UT,1996,0.25,A,1996-08-08
UT,1998,0.25,A,1998-08-08
UT,2000,0.25,A,2000-08-08
UT,2001,0.25,A,2001-08-08
UT,2003,0.25,A,2003-08-08
UT,1992,0.25,A,1992-08-09
UT,1993,0.25,A,1993-08-09
UT,1998,8.0,B,1998-08-09
UT,2000,0.25,A,2000-08-09
UT,2001,0.25,A,2001-08-09
UT,1992,0.25,A,1992-08-11
UT,1999,0.25,A,1999-08-11
UT,1995,0.25,A,1995-08-12
UT,1997,0.25,A,1997-08-12
UT,1997,0.25,A,1997-08-12
UT,2001,0.25,A,2001-08-12
UT,1992,0.25,A,1992-08-13
UT,2000,0.25,A,2000-08-13
UT,1992,0.25,A,1992-08-14
UT,1992,0.25,A,1992-08-14
UT,1994,9.0,B,1994-08-14
UT,1998,0.25,A,1998-08-14
UT,1998,0.25,A,1998-08-14
UT,2000,0.25,A,2000-08-14
UT,2003,0.25,A,2003-08-14
UT,2003,0.25,A,2003-08-14
UT,2003,0.25,A,2003-08-14
UT,1992,0.25,A,1992-08-15
UT,2000,0.25,A,2000-08-15
UT,2000,9.0,B,2000-08-15
UT,2001,0.25,A,2001-08-15
UT,2003,0.25,A,2003-08-15
UT,1994,8.0,B,1994-08-16
UT,1995,0.25,A,1995-08-16
UT,2000,0.25,A,2000-08-16
UT,2000,0.25,A,2000-08-16
UT,2002,0.25,A,2002-08-16
UT,1995,0.25,A,1995-08-17
UT,1999,0.25,A,1999-08-17
UT,2000,0.25,A,2000-08-17
UT,2000,0.25,A,2000-08-17
UT,1992,0.25,A,1992-08-18
UT,1994,0.25,A,1994-08-18
UT,1994,0.25,A,1994-08-18
UT,1999,0.25,A,1999-08-18
UT,2000,0.25,A,2000-08-18
UT,2000,0.25,A,2000-08-18
UT,2000,0.25,A,2000-08-18
UT,2003,0.25,A,2003-08-18
UT,1992,0.25,A,1992-08-19
UT,1992,0.25,A,1992-08-19
UT,1992,0.25,A,1992-08-19
UT,1993,0.25,A,1993-08-19
UT,1999,0.25,A,1999-08-19
UT,2001,0.25,A,2001-08-19
UT,2001,8.0,B,2001-08-19
UT,2001,90.0,C,2001-08-19
UT,2002,0.25,A,2002-08-19
UT,1998,0.25,A,1998-08-20
UT,1999,0.25,A,1999-08-20
UT,1992,0.25,A,1992-08-21
UT,1994,8.0,B,1994-08-21
UT,1996,0.25,A,1996-08-21
UT,2000,0.25,A,2000-08-21
UT,2001,0.25,A,2001-08-21
UT,2003,0.25,A,2003-08-21
UT,1997,0.25,A,1997-08-22
UT,1998,0.25,A,1998-08-22
UT,1998,0.25,A,1998-08-22
UT,2000,0.25,A,2000-08-22
UT,1994,0.25,A,1994-08-23
UT,1995,0.25,A,1995-08-23
UT,1996,0.25,A,1996-08-23
UT,1993,0.25,A,1993-08-24
UT,2001,0.25,A,2001-08-24
UT,2002,0.25,A,2002-08-24
UT,2001,0.25,A,2001-08-25
UT,1999,0.25,A,1999-08-26
UT,2000,0.25,A,2000-08-26
UT,2001,0.25,A,2001-08-26
UT,1992,0.25,A,1992-08-27
UT,1996,0.25,A,1996-08-27
UT,1996,0.25,A,1996-08-27
UT,1997,0.25,A,1997-08-27
UT,1997,0.25,A,1997-08-27
UT,1997,0.25,A,1997-08-27
UT,1999,0.25,A,1999-08-27
UT,1995,0.25,A,1995-08-28
UT,2001,0.25,A,2001-08-28
UT,2003,9.5,B,2003-08-28
UT,1992,0.25,A,1992-08-29
UT,1994,0.25,A,1994-08-29
UT,2001,0.25,A,2001-08-29
UT,2001,0.25,A,2001-08-29
UT,1994,0.25,A,1994-08-30
UT,1996,0.25,A,1996-08-30
UT,1997,0.25,A,1997-08-30
UT,2002,0.25,A,2002-08-30
UT,1992,0.25,A,1992-08-31
UT,1993,0.25,A,1993-08-31
UT,1994,0.25,A,1994-08-31
UT,1999,0.25,A,1999-08-31
UT,2001,9.0,B,2001-08-31
UT,2003,0.25,A,2003-08-31
UT,2001,0.25,A,2001-09-15
UT,2001,0.25,A,2001-09-15
UT,1992,0.25,A,1992-09-16
UT,1996,0.25,A,1996-09-16
UT,2001,0.25,A,2001-09-16
UT,1994,0.25,A,1994-09-17
UT,1999,0.25,A,1999-09-17
UT,1999,0.25,A,1999-09-17
UT,2001,8.0,B,2001-09-17
UT,1994,0.25,A,1994-09-01
UT,1997,0.25,A,1997-09-01
UT,1998,0.25,A,1998-09-01
UT,1999,0.25,A,1999-09-01
UT,1995,0.25,A,1995-09-02
UT,2001,0.25,A,2001-09-02
UT,2003,0.25,A,2003-09-02
UT,2000,0.25,A,2000-09-03
UT,1993,0.25,A,1993-09-04
UT,1993,0.25,A,1993-09-04
UT,2001,0.25,A,2001-09-04
UT,1992,0.25,A,1992-09-05
WA,2004,9.0,B,2004-07-07
UT,1993,0.25,A,1993-09-05
UT,1996,0.25,A,1996-09-05
UT,1996,0.25,A,1996-09-05
UT,1992,0.25,A,1992-09-06
UT,1994,0.25,A,1994-09-06
UT,1994,0.25,A,1994-09-06
UT,1999,0.25,A,1999-09-06
UT,2001,0.25,A,2001-09-06
UT,2001,0.25,A,2001-09-06
UT,2001,0.25,A,2001-09-06
UT,1999,0.25,A,1999-09-07
UT,2002,0.25,A,2002-09-07
UT,1994,0.25,A,1994-09-09
UT,1999,0.25,A,1999-09-09
UT,2001,0.25,A,2001-09-09
UT,2003,0.25,A,2003-09-09
UT,2003,0.25,A,2003-09-09
UT,1994,0.25,A,1994-09-10
UT,1994,0.25,A,1994-09-10
UT,1995,90.0,C,1995-09-10
UT,1995,0.25,A,1995-09-10
UT,1992,0.25,A,1992-09-11
UT,1994,0.25,A,1994-09-11
UT,1996,0.25,A,1996-09-11
UT,1998,0.25,A,1998-09-11
UT,2000,0.25,A,2000-09-11
UT,1992,0.25,A,1992-09-13
UT,1995,0.25,A,1995-09-13
UT,1995,0.25,A,1995-09-13
UT,1995,0.25,A,1995-09-13
UT,1996,0.25,A,1996-09-13
UT,1996,0.25,A,1996-09-13
UT,1999,0.25,A,1999-09-13
UT,1993,0.25,A,1993-09-14
UT,1996,0.25,A,1996-09-14
UT,1997,0.25,A,1997-09-14
UT,1999,0.25,A,1999-09-14
UT,1998,0.25,A,1998-09-18
UT,1999,0.25,A,1999-09-18
UT,1999,0.25,A,1999-09-18
UT,1992,0.25,A,1992-09-19
UT,1992,0.25,A,1992-09-19
UT,2002,0.25,A,2002-09-19
UT,1992,0.25,A,1992-09-20
UT,1992,0.25,A,1992-09-20
UT,1992,0.25,A,1992-09-21
UT,1992,0.25,A,1992-09-21
UT,1993,0.25,A,1993-09-21
UT,1996,0.25,A,1996-09-21
UT,1994,0.25,A,1994-09-23
UT,1996,0.25,A,1996-09-23
UT,1997,0.25,A,1997-09-24
UT,2003,0.25,A,2003-09-24
UT,1998,0.25,A,1998-09-25
UT,1994,0.25,A,1994-09-26
UT,1992,0.25,A,1992-09-27
UT,1999,0.25,A,1999-09-27
UT,1992,0.25,A,1992-09-28
UT,1994,0.25,A,1994-09-29
UT,1998,0.25,A,1998-09-29
UT,2001,0.25,A,2001-09-29
UT,1992,0.25,A,1992-09-30
UT,1994,0.25,A,1994-09-30
UT,1998,0.25,A,1998-09-30
UT,1996,0.25,A,1996-10-01
UT,1992,0.25,A,1992-10-03
UT,1999,0.25,A,1999-10-03
UT,1995,0.25,A,1995-10-05
UT,2002,0.25,A,2002-10-07
UT,2000,0.25,A,2000-10-09
UT,1992,0.25,A,1992-10-10
UT,1993,0.25,A,1993-10-10
UT,2002,0.25,A,2002-10-10
UT,1999,0.25,A,1999-10-11
UT,2000,0.25,A,2000-10-12
UT,1992,0.25,A,1992-10-15
UT,1999,0.25,A,1999-10-17
UT,1999,0.25,A,1999-10-17
UT,1997,0.25,A,1997-10-20
UT,1999,0.25,A,1999-10-21
UT,1999,0.25,A,1999-10-21
UT,1994,8.0,B,1994-10-22
UT,1994,0.25,A,1994-10-22
UT,1998,0.25,A,1998-10-22
UT,1999,0.25,A,1999-10-25
UT,2003,0.25,A,2003-10-25
UT,1997,0.25,A,1997-10-26
UT,1994,0.25,A,1994-10-27
UT,1999,0.25,A,1999-10-27
UT,1995,0.25,A,1995-10-28
UT,2001,0.25,A,2001-10-28
UT,1995,0.25,A,1995-10-30
UT,2001,0.25,A,2001-10-30
UT,1996,0.25,A,1996-11-03
UT,1999,0.25,A,1999-11-05
UT,1995,0.25,A,1995-11-18
UT,1995,0.25,A,1995-11-25
UT,2002,0.25,A,2002-11-26
AZ,1994,0.25,A,1994-04-24
AZ,1994,0.25,A,1994-03-03
AZ,1996,0.25,A,1996-10-02
AZ,1995,0.25,A,1995-05-22
AZ,1994,0.25,A,1994-04-20
AZ,1995,0.25,A,1995-11-22
AZ,1992,0.25,A,1992-05-16
AZ,1995,0.25,A,1995-07-28
OR,2001,0.25,A,2001-07-04
OR,2001,0.25,A,2001-07-07
OR,2001,0.25,A,2001-07-10
OR,2003,0.25,A,2003-07-02
OR,2001,0.25,A,2001-07-08
OR,2001,0.25,A,2001-07-06
OR,2003,0.25,A,2003-07-03
OR,2001,0.25,A,2001-07-07
OR,2003,0.25,A,2003-07-07
OR,2003,0.25,A,2003-07-07
OR,1995,0.25,A,1995-09-07
OR,1995,0.25,A,1995-08-23
OR,1992,0.25,A,1992-08-09
OR,1992,0.25,A,1992-09-02
OR,1992,0.25,A,1992-08-28
OR,1992,0.25,A,1992-05-08
OR,1998,0.25,A,1998-07-28
OR,1998,0.25,A,1998-08-12
OR,1998,0.25,A,1998-08-15
OR,2001,0.25,A,2001-07-10
OR,2001,0.25,A,2001-07-06
OR,2001,0.25,A,2001-07-08
OR,1998,0.25,A,1998-08-13
OR,1998,8.17,B,1998-08-13
OR,1995,0.25,A,1995-07-07
OR,1995,0.25,A,1995-07-06
OR,1996,0.25,A,1996-09-12
OR,2001,0.25,A,2001-07-09
OR,2001,0.25,A,2001-07-09
OR,2001,9.0,B,2001-07-11
OR,2001,0.25,A,2001-07-11
OR,2001,0.25,A,2001-07-10
OR,1992,0.25,A,1992-05-24
OR,2001,0.25,A,2001-07-11
OR,1992,0.25,A,1992-06-11
OR,1992,0.25,A,1992-06-17
OR,1992,0.25,A,1992-08-11
OR,1992,0.25,A,1992-08-27
OR,1998,0.25,A,1998-08-17
OR,1998,0.25,A,1998-08-19
OR,1998,0.25,A,1998-08-20
OR,2003,0.25,A,2003-07-05
OR,1998,0.25,A,1998-08-17
OR,1998,0.25,A,1998-08-19
OR,2003,0.25,A,2003-08-06
OR,2003,0.25,A,2003-08-05
OR,1996,0.25,A,1996-09-26
OR,1992,0.25,A,1992-07-28
OR,1992,0.25,A,1992-09-06
OR,1992,0.25,A,1992-06-03
OR,1992,0.25,A,1992-10-10
OR,2001,0.25,A,2001-07-10
OR,2001,0.25,A,2001-07-10
OR,2001,0.25,A,2001-07-11
OR,2001,0.25,A,2001-07-12
OR,2003,0.25,A,2003-08-07
OR,2001,0.25,A,2001-07-13
OR,2000,0.25,A,2000-11-21
OR,2000,0.25,A,2000-11-21
OR,1995,0.25,A,1995-09-10
OR,1995,0.25,A,1995-08-28
OR,1992,0.25,A,1992-07-20
OR,2001,0.25,A,2001-07-12
OR,2001,8.0,B,2001-07-13
OR,1995,0.25,A,1995-05-29
OR,1995,0.25,A,1995-08-24
OR,2001,0.25,A,2001-01-07
OR,2001,0.25,A,2001-02-27
OR,1992,0.25,A,1992-07-19
OR,2001,0.25,A,2001-05-11
OR,2001,0.25,A,2001-05-07
OR,2001,0.25,A,2001-08-09
OR,2001,0.25,A,2001-08-12
OR,2001,0.25,A,2001-08-10
OR,2001,0.25,A,2001-08-11
OR,1998,0.25,A,1998-07-12
OR,1998,0.25,A,1998-07-19
OR,1998,0.25,A,1998-09-11
OR,1998,0.25,A,1998-07-17
OR,2003,0.25,A,2003-07-19
OR,2003,0.25,A,2003-07-18
OR,2003,0.25,A,2003-07-16
OR,1995,0.25,A,1995-09-04
OR,1995,0.25,A,1995-09-04
OR,1995,0.25,A,1995-09-17
OR,1995,0.25,A,1995-07-07
OR,1995,0.25,A,1995-06-29
OR,1995,8.7,B,1995-09-22
OR,1995,0.25,A,1995-09-15
OR,1995,0.25,A,1995-08-11
OR,1995,0.25,A,1995-07-19
OR,1995,0.25,A,1995-11-04
OR,2001,0.25,A,2001-05-08
OR,2003,0.25,A,2003-08-02
OR,2003,0.25,A,2003-08-11
OR,1995,0.25,A,1995-04-25
OR,2001,0.25,A,2001-08-10
OR,2001,0.25,A,2001-08-12
OR,2001,0.25,A,2001-08-09
OR,2001,0.25,A,2001-08-14
OR,2001,0.25,A,2001-08-13
OR,2001,0.25,A,2001-08-13
OR,2001,0.25,A,2001-08-13
OR,2001,0.25,A,2001-08-12
OR,2001,0.25,A,2001-08-13
OR,2001,0.25,A,2001-08-12
OR,2001,0.25,A,2001-08-09
OR,1998,0.25,A,1998-07-24
OR,1998,0.25,A,1998-07-25
OR,2001,0.25,A,2001-08-20
OR,1998,0.25,A,1998-07-26
OR,1998,0.25,A,1998-07-28
OR,2001,0.25,A,2001-05-29
OR,2001,0.25,A,2001-05-31
OR,1998,0.25,A,1998-09-13
OR,1998,0.25,A,1998-09-11
OR,1998,0.25,A,1998-07-17
OR,2003,0.25,A,2003-07-18
OR,2003,0.25,A,2003-07-22
OR,2003,0.25,A,2003-07-21
OR,2003,0.25,A,2003-07-11
OR,2003,0.25,A,2003-07-21
OR,2003,0.25,A,2003-07-30
OR,2003,0.25,A,2003-07-14
OR,2003,0.25,A,2003-08-16
OR,2003,0.25,A,2003-07-24
OR,1995,0.25,A,1995-05-15
OR,1995,0.25,A,1995-08-20
OR,1998,0.25,A,1998-09-18
OR,1995,0.25,A,1995-08-08
OR,1998,0.25,A,1998-09-11
OR,1998,0.25,A,1998-09-20
OR,2001,0.25,A,2001-08-22
OR,2001,0.25,A,2001-08-23
OR,1992,0.25,A,1992-07-17
OR,1992,0.25,A,1992-09-02
OR,1998,0.25,A,1998-07-26
OR,1992,0.25,A,1992-09-03
OR,2003,0.25,A,2003-07-24
OR,2003,97.0,C,2003-07-20
OR,2003,0.25,A,2003-07-21
OR,2003,0.25,A,2003-07-16
OR,2003,8.5,B,2003-07-22
OR,2003,0.25,A,2003-07-23
OR,2003,0.25,A,2003-07-17
OR,2003,0.25,A,2003-07-23
OR,1995,0.25,A,1995-09-03
OR,1995,0.25,A,1995-08-01
OR,1995,0.25,A,1995-08-25
OR,1995,0.25,A,1995-09-04
OR,1998,0.25,A,1998-09-29
OR,1998,0.25,A,1998-10-07
OR,2003,0.25,A,2003-08-14
AZ,1994,0.25,A,1994-05-22
AZ,1993,0.25,A,1993-08-21
AZ,1996,9.0,B,1996-07-06
AZ,1992,0.25,A,1992-12-11
AZ,1996,0.25,A,1996-03-22
AZ,1996,0.25,A,1996-05-18
AZ,1996,0.25,A,1996-06-03
AZ,1992,0.25,A,1992-04-19
WA,1994,8.0,B,1994-07-28
WA,2004,9.4,B,2004-07-02
WA,2004,91.0,C,2004-08-02
AZ,1996,0.25,A,1996-04-06
AZ,1994,9.0,B,1994-08-03
WA,2004,9.0,B,2004-07-18
WA,2004,9.4,B,2004-08-18
WA,2004,9.5,B,2004-07-26
AZ,1996,0.25,A,1996-04-13
AZ,1996,0.25,A,1996-04-26
AZ,1995,0.25,A,1995-07-18
AZ,1992,0.25,A,1992-07-15
AZ,1994,0.25,A,1994-04-02
AZ,1995,0.25,A,1995-08-03
AZ,1994,0.25,A,1994-05-02
AZ,1993,0.25,A,1993-06-17
AZ,1995,0.25,A,1995-07-27
WA,1994,8.0,B,1994-08-08
WA,1998,9.5,B,1998-07-09
WA,1998,8.0,B,1998-08-24
WA,1998,8.3,B,1998-08-29
WA,1994,8.0,B,1994-03-26
WA,1994,8.0,B,1994-05-10
WA,1994,8.0,B,1994-08-01
WA,1994,8.5,B,1994-07-20
WA,1994,94.5,C,1994-03-30
AZ,1995,0.25,A,1995-05-20
WA,1994,8.0,B,1994-07-09
WA,1994,8.0,B,1994-08-03
WA,1992,9.0,B,1992-08-10
WA,1992,8.5,B,1992-08-24
WA,1992,98.0,C,1992-06-22
WA,1992,96.0,C,1992-06-09
AZ,1992,0.25,A,1992-07-06
WA,1996,9.5,B,1996-07-17
WA,1996,8.5,B,1996-07-21
WA,1996,9.0,B,1996-09-28
WA,1998,8.0,B,1998-07-29
WA,1995,9.0,B,1995-04-23
WA,1997,8.6,B,1997-08-09
WA,1996,9.0,B,1996-07-27
WA,1995,8.5,B,1995-09-23
WA,1993,8.5,B,1993-02-19
WA,1995,290.0,D,1995-01-02
AZ,1995,0.25,A,1995-10-09
WA,1993,9.0,B,1993-02-04
WA,1993,9.0,B,1993-07-13
AZ,1996,0.25,A,1996-10-26
WA,2001,8.5,B,2001-03-23
WA,2000,9.9,B,2000-07-08
WA,2001,92.0,C,2001-08-02
AZ,1994,0.25,A,1994-07-09
WA,2002,9.6,B,2002-08-17
WA,2001,8.0,B,2001-08-13
WA,2001,8.0,B,2001-10-17
WA,2001,9.0,B,2001-08-13
WA,2001,8.0,B,2001-09-14
WA,2001,8.0,B,2001-05-23
WA,2002,9.0,B,2002-08-25
WA,2002,94.0,C,2002-08-16
WA,2003,9.0,B,2003-06-04
WA,2003,9.7,B,2003-07-26
AZ,1996,0.25,A,1996-06-04
WA,2001,8.5,B,2001-07-27
WA,2003,9.8,B,2003-10-12
AZ,1994,0.25,A,1994-05-23
AZ,1993,0.25,A,1993-05-25
AZ,1994,0.25,A,1994-04-05
AZ,1994,0.25,A,1994-05-23
AZ,1994,0.25,A,1994-05-23
AZ,1994,0.25,A,1994-05-23
AZ,1992,0.25,A,1992-05-09
AZ,1992,0.25,A,1992-07-28
AZ,1994,0.25,A,1994-08-23
AZ,1995,0.25,A,1995-07-04
AZ,1994,0.25,A,1994-05-29
AZ,1993,0.25,A,1993-04-22
AZ,1994,0.25,A,1994-08-03
AZ,1992,0.25,A,1992-05-19
AZ,1993,0.25,A,1993-06-22
AZ,1994,0.25,A,1994-07-24
AZ,1994,0.25,A,1994-07-10
AZ,1996,0.25,A,1996-05-17
WA,1999,9.5,B,1999-10-24
WA,1994,8.0,B,1994-08-03
WA,1994,8.0,B,1994-04-17
WA,1996,9.5,B,1996-06-09
WA,1996,9.9,B,1996-08-09
WA,1992,9.0,B,1992-05-23
WA,1992,8.2,B,1992-08-02
WA,1996,8.5,B,1996-09-22
AZ,1996,0.25,A,1996-11-10
AZ,1995,0.25,A,1995-06-28
WA,1998,8.7,B,1998-08-21
AZ,1996,0.25,A,1996-03-26
WA,2001,8.2,B,2001-06-07
WA,2003,8.7,B,2003-08-29
WA,2003,98.0,C,2003-10-16
WA,2000,90.0,C,2000-08-18
AZ,1996,0.25,A,1996-04-19
AZ,1996,0.25,A,1996-05-29
AZ,1994,0.25,A,1994-06-08
AZ,1993,0.25,A,1993-07-24
AZ,1996,0.25,A,1996-04-30
AZ,1995,0.25,A,1995-07-14
AZ,1995,0.25,A,1995-08-26
AZ,1996,0.25,A,1996-03-31
AZ,1994,0.25,A,1994-06-07
AZ,1996,0.25,A,1996-06-07
AZ,1994,0.25,A,1994-08-31
AZ,1996,0.25,A,1996-05-18
AZ,1996,0.25,A,1996-01-20
AZ,1996,0.25,A,1996-05-25
AZ,1994,0.25,A,1994-04-01
AZ,1995,0.25,A,1995-08-11
AZ,1996,0.25,A,1996-03-12
AZ,1995,0.25,A,1995-06-07
AZ,1995,0.25,A,1995-03-04
AZ,1995,0.25,A,1995-03-28
OR,2003,0.25,A,2003-08-16
OR,2003,0.25,A,2003-08-14
OR,2003,0.25,A,2003-08-22
OR,2003,0.25,A,2003-08-13
OR,2001,0.25,A,2001-08-15
OR,1998,0.25,A,1998-07-28
OR,1998,0.25,A,1998-10-06
OR,1998,0.25,A,1998-09-27
OR,1998,0.25,A,1998-10-06
OR,1998,9.0,B,1998-10-07
OR,1998,0.25,A,1998-10-18
OR,1998,0.25,A,1998-10-20
OR,1998,0.25,A,1998-10-21
OR,1998,0.25,A,1998-10-11
OR,1998,0.25,A,1998-10-21
OR,1998,298.0,D,1998-10-24
OR,1995,0.25,A,1995-10-19
OR,1995,0.25,A,1995-08-01
OR,1995,0.25,A,1995-05-29
OR,2003,0.25,A,2003-08-14
OR,1995,0.25,A,1995-07-16
OR,1995,0.25,A,1995-08-15
OR,1995,0.25,A,1995-07-06
OR,2003,0.25,A,2003-07-27
OR,2003,0.25,A,2003-07-28
OR,2003,0.25,A,2003-07-25
OR,2003,0.25,A,2003-07-24
OR,2003,0.25,A,2003-07-29
OR,2003,0.25,A,2003-07-29
OR,2003,0.25,A,2003-07-26
OR,2001,0.25,A,2001-07-13
OR,2001,0.25,A,2001-07-13
OR,1998,91.0,C,1998-10-20
OR,1998,0.25,A,1998-10-31
OR,1999,0.25,A,1999-04-24
OR,1995,0.25,A,1995-08-16
OR,1995,0.25,A,1995-10-27
OR,1995,0.25,A,1995-09-07
OR,2003,8.75,B,2003-07-30
OR,2003,0.25,A,2003-07-30
OR,2003,0.25,A,2003-07-30
OR,2003,0.25,A,2003-07-31
OR,2003,0.25,A,2003-07-28
OR,1992,0.25,A,1992-07-20
OR,2003,0.25,A,2003-09-06
OR,2003,0.25,A,2003-09-05
OR,1999,0.25,A,1999-04-17
OR,1999,9.8,B,1999-05-05
OR,1995,0.25,A,1995-05-27
OR,2003,0.25,A,2003-08-03
OR,2001,0.25,A,2001-07-13
OR,2003,0.25,A,2003-08-04
OR,2001,0.25,A,2001-07-12
OR,2003,0.25,A,2003-08-05
OR,2003,0.25,A,2003-08-04
OR,2003,0.25,A,2003-08-01
OR,2003,0.25,A,2003-08-04
OR,2001,0.25,A,2001-07-14
OR,1993,0.25,A,1993-09-24
OR,2003,0.25,A,2003-08-05
OR,1992,0.25,A,1992-07-25
OR,1992,0.25,A,1992-09-13
OR,2003,0.25,A,2003-09-05
OR,2003,0.25,A,2003-09-08
OR,2001,0.25,A,2001-07-12
OR,2003,0.25,A,2003-09-04
OR,2001,0.25,A,2001-07-11
OR,2001,0.25,A,2001-07-16
OR,1993,0.25,A,1993-10-19
OR,2001,0.25,A,2001-08-28
OR,2001,0.25,A,2001-08-27
OR,1999,0.25,A,1999-05-16
OR,1992,0.25,A,1992-09-14
OR,1992,0.25,A,1992-08-25
OR,1998,0.25,A,1998-08-21
OR,1998,8.3,B,1998-08-22
OR,1998,0.25,A,1998-08-23
OR,1992,0.25,A,1992-08-31
OR,1992,0.25,A,1992-05-08
OR,1999,0.25,A,1999-06-04
OR,2001,0.25,A,2001-07-19
OR,1999,0.25,A,1999-05-28
OR,2001,0.25,A,2001-07-10
OR,2001,0.25,A,2001-07-21
OR,2001,0.25,A,2001-07-02
OR,1993,0.25,A,1993-10-01
OR,1993,0.25,A,1993-09-16
OR,1993,0.25,A,1993-08-12
OR,2003,0.25,A,2003-09-05
OR,2003,0.25,A,2003-09-06
OR,2003,0.25,A,2003-09-11
OR,2003,0.25,A,2003-09-07
OR,2003,0.25,A,2003-09-10
OR,2003,0.25,A,2003-09-05
OR,2003,0.25,A,2003-09-20
OR,1998,0.25,A,1998-08-29
OR,1998,0.25,A,1998-09-02
OR,1992,0.25,A,1992-06-25
OR,1992,0.25,A,1992-08-25
OR,1992,0.25,A,1992-08-19
OR,2001,0.25,A,2001-07-22
OR,2001,0.25,A,2001-07-23
OR,1999,0.25,A,1999-05-31
OR,2001,0.25,A,2001-07-24
OR,2001,0.25,A,2001-06-27
OR,1999,0.25,A,1999-06-09
OR,1999,0.25,A,1999-06-13
OR,1999,0.25,A,1999-06-10
OR,1999,9.55,B,1999-06-13
