STATE,FIRE_SIZE,FIRE_SIZE_CLASS,DISCOVERY_DATE
PA,0.25,A,2006/5/12
PA,0.25,A,2006/3/31
PA,0.25,A,2006/3/31
PA,0.25,A,2006/3/31
PA,0.25,A,2006/3/31
PA,0.25,A,2006/4/2
PA,0.25,A,2006/4/2
PA,0.25,A,2006/4/11
PA,0.25,A,2006/4/17
PA,0.25,A,2006/4/17
PA,0.25,A,2006/5/5
PA,0.25,A,2006/5/8
PA,0.25,A,2006/5/8
PA,0.25,A,2006/5/10
PA,0.25,A,2006/6/1
PA,0.25,A,2006/2/24
PA,0.25,A,2006/3/1
PA,0.25,A,2006/4/21
PA,0.25,A,2006/4/28
PA,0.25,A,2006/5/3
PA,0.25,A,2006/6/10
PA,0.25,A,2006/11/5
PA,0.25,A,2006/5/2
PA,0.25,A,2006/4/20
PA,0.25,A,2006/3/27
PA,0.25,A,2006/3/27
PA,0.25,A,2006/3/30
PA,0.25,A,2006/3/31
PA,0.25,A,2006/3/30
PA,0.25,A,2006/4/19
PA,0.25,A,2006/4/26
PA,0.25,A,2006/4/29
PA,9.8,B,2007/4/1
PA,0.25,A,2007/4/23
PA,0.25,A,2007/4/25
PA,0.25,A,2007/5/28
PA,0.25,A,2007/7/9
PA,0.25,A,2007/4/10
PA,0.25,A,2007/4/25
PA,0.25,A,2007/5/24
PA,0.25,A,2007/3/29
PA,0.25,A,2007/4/24
PA,0.25,A,2007/7/26
PA,0.25,A,2007/10/7
PA,0.25,A,2007/11/4
PA,0.25,A,2007/2/10
PA,0.25,A,2007/3/29
PA,0.25,A,2007/3/30
PA,0.25,A,2007/4/20
PA,0.25,A,2007/4/22
PA,0.25,A,2007/4/22
PA,0.25,A,2007/4/24
PA,0.25,A,2007/5/6
PA,0.25,A,2007/5/6
PA,0.25,A,2007/5/9
PA,0.25,A,2007/5/13
PA,0.25,A,2007/5/22
PA,0.25,A,2007/5/29
PA,0.25,A,2007/5/29
PA,0.25,A,2007/5/30
PA,0.25,A,2007/6/18
PA,0.25,A,2007/7/16
PA,0.25,A,2007/10/14
PA,0.25,A,2007/3/30
PA,0.25,A,2007/4/23
PA,0.25,A,2007/3/6
PA,0.25,A,2007/4/22
PA,0.25,A,2007/10/15
PA,0.25,A,2007/7/15
PA,0.25,A,2007/3/27
PA,0.25,A,2007/3/29
PA,0.25,A,2007/4/20
PA,0.25,A,2007/4/21
PA,0.25,A,2007/5/4
PA,0.25,A,2007/5/6
PA,0.25,A,2004/11/3
PA,0.25,A,2008/3/22
PA,0.25,A,2008/5/25
PA,0.25,A,2008/1/27
PA,0.25,A,2008/3/14
PA,0.25,A,2008/3/24
PA,0.25,A,2008/3/30
PA,0.25,A,2008/3/26
PA,0.25,A,2008/4/5
PA,0.25,A,2008/4/25
PA,0.25,A,2008/3/17
PA,0.25,A,2008/3/17
PA,0.25,A,2008/3/24
PA,0.25,A,2008/3/24
PA,0.25,A,2008/3/30
PA,0.25,A,2008/3/30
PA,0.25,A,2008/4/17
PA,0.25,A,2008/4/17
PA,0.25,A,2008/4/18
PA,0.25,A,2008/4/19
PA,0.25,A,2008/4/19
PA,0.25,A,2008/4/22
PA,0.25,A,2008/4/24
PA,0.25,A,2008/4/24
PA,0.25,A,2008/4/25
PA,0.25,A,2008/5/6
PA,0.25,A,2008/6/12
PA,0.25,A,2008/6/27
PA,0.25,A,2008/8/26
PA,0.25,A,2008/10/14
PA,0.25,A,2008/3/22
PA,0.25,A,2008/4/15
PA,0.25,A,2008/4/15
PA,0.25,A,2008/4/15
PA,0.25,A,2008/4/15
PA,0.25,A,2008/4/15
PA,0.25,A,2008/4/25
PA,0.25,A,2008/5/25
PA,0.25,A,2008/5/26
PA,0.25,A,2008/4/19
PA,0.25,A,2008/3/25
PA,0.25,A,2008/3/26
PA,0.25,A,2008/4/6
PA,0.25,A,2008/8/21
PA,0.25,A,2008/3/30
PA,0.25,A,2008/3/30
PA,0.25,A,2008/4/10
PA,0.25,A,2008/4/18
PA,0.25,A,2008/11/7
PA,0.25,A,2004/4/24
PA,0.25,A,2004/11/8
PA,0.25,A,2004/4/6
PA,0.25,A,2004/4/10
PA,0.25,A,2004/11/3
PA,0.25,A,2004/11/16
PA,0.25,A,2004/11/17
PA,0.25,A,2004/4/19
PA,0.25,A,2004/4/19
PA,0.25,A,2004/4/19
PA,0.25,A,2004/4/20
PA,0.25,A,2004/3/28
PA,0.25,A,2004/4/19
PA,0.25,A,2004/11/6
PA,0.25,A,2004/3/11
PA,0.25,A,2004/3/27
PA,0.25,A,2004/10/27
PA,0.25,A,2005/4/10
PA,9.7,B,2005/4/14
PA,0.25,A,2005/4/16
PA,0.25,A,2005/4/17
PA,0.25,A,2005/4/17
PA,0.25,A,2005/3/19
PA,0.25,A,2005/4/20
PA,0.25,A,2005/4/10
PA,0.25,A,2005/7/4
PA,0.25,A,2005/11/15
PA,0.25,A,2005/4/9
PA,0.25,A,2005/4/9
PA,0.25,A,2005/4/13
PA,0.25,A,2005/4/17
PA,0.25,A,2005/4/17
PA,0.25,A,2005/4/17
PA,0.25,A,2005/4/18
PA,0.25,A,2005/5/8
PA,0.25,A,2005/5/8
PA,0.25,A,2005/5/8
PA,0.25,A,2005/5/10
PA,0.25,A,2005/6/25
PA,0.25,A,2005/4/9
PA,0.25,A,2005/4/11
PA,0.25,A,2005/4/11
PA,0.25,A,2005/4/16
PA,0.25,A,2005/4/16
PA,0.25,A,2005/4/19
PA,0.25,A,2005/4/21
PA,0.25,A,2005/5/11
PA,0.25,A,2005/11/14
PA,0.25,A,2005/4/11
PA,0.25,A,2005/4/15
PA,0.25,A,2005/5/8
PA,0.25,A,2005/4/10
PA,0.25,A,2005/4/18
PA,0.25,A,2005/4/20
PA,0.25,A,2005/4/16
PA,0.25,A,2005/4/20
PA,0.25,A,2005/9/22
PA,0.25,A,2005/3/30
PA,0.25,A,2005/4/11
PA,0.25,A,2005/4/13
PA,0.25,A,2005/4/14
PA,0.25,A,2005/4/18
PA,0.25,A,2005/4/10
PA,0.25,A,2005/4/1
PA,0.25,A,2005/4/6
PA,0.25,A,2005/4/9
PA,0.25,A,2005/4/12
PA,0.25,A,2005/4/13
PA,0.25,A,2005/4/16
PA,0.25,A,2005/7/23
PA,0.25,A,2005/8/19
SC,9.7,B,2007/6/23
SC,0.25,A,2004/1/15
SC,0.25,A,2004/3/5
SC,0.25,A,2004/3/29
SC,0.25,A,2004/2/20
SC,0.25,A,2004/3/14
SC,0.25,A,2004/3/4
SC,0.25,A,2004/1/23
SC,0.25,A,2004/6/1
SC,9.5,B,2009/3/6
SC,0.25,A,2005/4/15
SC,0.25,A,2005/2/17
SC,0.25,A,2005/3/23
SC,0.25,A,2005/4/5
SC,0.25,A,2005/5/22
SC,0.25,A,2005/3/11
SC,0.25,A,2005/1/7
SC,0.25,A,2005/1/28
SC,0.25,A,2005/5/25
SC,0.25,A,2005/1/28
SD,0.25,A,2003/3/17
SD,0.25,A,2003/3/22
SD,0.25,A,2003/4/27
SD,0.25,A,2003/7/8
SD,0.25,A,2003/9/8
SD,0.25,A,2003/5/31
SD,0.25,A,2003/9/6
SD,0.25,A,2003/10/18
SD,0.25,A,2003/7/6
SD,0.25,A,2003/6/28
SD,0.25,A,2003/12/17
SD,0.25,A,2003/12/5
SD,0.25,A,2003/3/7
SD,0.25,A,2003/8/11
SD,0.25,A,2003/7/31
SD,0.25,A,2003/1/3
SD,0.25,A,2003/1/24
SD,0.25,A,2003/2/27
SD,0.25,A,2003/4/1
SD,0.25,A,2003/4/12
SD,0.25,A,2003/4/12
SD,0.25,A,2003/5/28
SD,0.25,A,2003/5/30
SD,0.25,A,2003/6/22
SD,0.25,A,2003/6/24
SD,0.25,A,2003/7/1
SD,0.25,A,2003/7/2
SD,0.25,A,2003/7/4
SD,0.25,A,2003/7/5
SD,0.25,A,2003/7/7
SD,0.25,A,2003/7/10
SD,0.25,A,2003/7/15
SD,0.25,A,2003/7/19
SD,0.25,A,2003/7/19
SD,0.25,A,2003/7/20
SD,0.25,A,2003/7/3
SD,0.25,A,2003/7/22
SD,0.25,A,2003/7/22
SD,0.25,A,2003/7/22
SD,0.25,A,2003/7/24
SD,0.25,A,2003/7/24
SD,0.25,A,2003/7/28
SD,0.25,A,2003/7/29
SD,0.25,A,2003/7/29
SD,0.25,A,2003/7/29
SD,0.25,A,2003/7/31
SD,0.25,A,2003/8/4
SD,0.25,A,2003/8/4
SD,0.25,A,2003/8/10
SD,0.25,A,2003/8/10
SD,0.25,A,2003/8/10
SD,0.25,A,2003/8/15
SD,0.25,A,2003/9/6
SD,0.25,A,2003/9/7
SD,0.25,A,2003/9/10
SD,0.25,A,2003/9/11
SD,0.25,A,2003/9/13
SD,0.25,A,2003/9/14
SD,0.25,A,2003/9/19
SD,0.25,A,2003/10/1
SD,0.25,A,2003/10/3
SD,0.25,A,2003/10/4
SD,0.25,A,2003/10/7
SD,0.25,A,2003/10/8
SD,0.25,A,2003/10/8
SD,0.25,A,2003/10/19
SD,0.25,A,2003/10/28
SD,0.25,A,2004/3/9
SD,0.25,A,2004/3/30
SD,0.25,A,2004/4/3
SD,0.25,A,2003/3/31
SD,0.25,A,2003/6/3
SD,0.25,A,2003/6/11
SD,0.25,A,2003/7/18
SD,0.25,A,2003/8/6
SD,0.25,A,2003/8/9
SD,0.25,A,2003/9/8
SD,0.25,A,2004/3/23
SD,0.25,A,2004/4/15
SD,0.25,A,2004/4/15
SD,0.25,A,2004/4/20
SD,0.25,A,2004/4/30
SD,0.25,A,2004/7/8
SD,0.25,A,2004/7/10
SD,0.25,A,2004/7/19
SD,0.25,A,2004/7/20
SD,0.25,A,2004/7/21
SD,0.25,A,2004/7/29
SD,0.25,A,2004/7/31
SD,0.25,A,2004/8/16
SD,0.25,A,2004/8/23
SD,0.25,A,2004/12/10
SD,0.25,A,2005/2/11
SD,0.25,A,2005/7/8
SD,0.25,A,2005/12/13
SD,0.25,A,2006/2/24
SD,0.25,A,2006/2/26
SD,0.25,A,2006/2/28
SD,0.25,A,2006/3/28
SD,0.25,A,2006/4/20
SD,0.25,A,2006/6/14
SD,0.25,A,2006/6/18
SD,0.25,A,2006/6/28
SD,0.25,A,2006/7/3
SD,0.25,A,2006/7/12
SD,0.25,A,2006/7/21
SD,0.25,A,2006/7/26
SD,0.25,A,2006/7/26
SD,0.25,A,2006/8/9
SD,0.25,A,2004/7/11
SD,0.25,A,2004/3/20
SD,0.25,A,2004/4/18
SD,0.25,A,2005/3/17
SD,0.25,A,2005/4/8
SD,0.25,A,2005/3/20
SD,0.25,A,2005/7/19
SD,0.25,A,2005/8/26
SD,0.25,A,2005/9/8
SD,0.25,A,2005/8/8
SD,0.25,A,2005/7/10
SD,0.25,A,2005/3/4
SD,0.25,A,2005/11/8
SD,0.25,A,2005/11/26
SD,0.25,A,2005/10/12
SD,0.25,A,2006/2/26
SD,0.25,A,2006/2/24
SD,0.25,A,2006/3/2
SD,0.25,A,2006/2/28
SD,0.25,A,2006/3/2
SD,0.25,A,2006/3/4
SD,0.25,A,2006/4/17
SD,0.25,A,2006/6/17
SD,0.25,A,2006/2/2
SD,0.25,A,2006/7/4
SD,0.25,A,2006/7/6
SD,0.25,A,2006/7/4
SD,0.25,A,2006/7/3
SD,0.25,A,2006/7/5
SD,0.25,A,2006/6/25
SD,0.25,A,2006/6/28
SD,0.25,A,2006/6/30
SD,0.25,A,2006/7/6
SD,0.25,A,2006/7/12
SD,0.25,A,2006/7/6
SD,0.25,A,2006/8/8
SD,0.25,A,2006/8/2
SD,0.25,A,2006/7/29
SD,0.25,A,2006/8/11
SD,0.25,A,2006/5/24
SD,0.25,A,2006/8/7
SD,0.25,A,2006/7/26
SD,0.25,A,2006/8/6
SD,0.25,A,2006/7/30
SD,0.25,A,2006/1/25
SD,0.25,A,2006/10/29
SD,0.25,A,2007/5/28
SD,0.25,A,2007/7/19
SD,0.25,A,2007/7/31
SD,0.25,A,2007/8/15
SD,0.25,A,2007/8/20
SD,0.25,A,2007/9/7
SD,0.25,A,2007/10/4
SD,0.25,A,2007/3/13
SD,0.25,A,2007/3/11
SD,0.25,A,2007/3/26
SD,0.25,A,2007/5/12
SD,0.25,A,2007/6/11
SD,0.25,A,2007/5/28
SD,0.25,A,2007/6/28
SD,0.25,A,2007/6/29
SD,0.25,A,2007/7/8
SD,0.25,A,2007/5/3
SD,0.25,A,2007/7/4
SD,0.25,A,2007/7/4
SD,0.25,A,2007/7/5
SD,0.25,A,2007/7/6
SD,0.25,A,2007/7/14
SD,0.25,A,2007/7/18
SD,0.25,A,2007/7/14
SD,0.25,A,2007/7/22
SD,0.25,A,2007/5/19
SD,0.25,A,2007/4/25
SD,0.25,A,2007/8/1
SD,0.25,A,2007/7/7
SD,0.25,A,2007/7/5
SD,0.25,A,2007/7/23
SD,0.25,A,2007/6/29
SD,0.25,A,2007/8/1
SD,0.25,A,2007/11/4
SD,0.25,A,2007/5/28
SD,0.25,A,2007/5/25
SD,0.25,A,2007/7/22
SD,0.25,A,2007/10/1
SD,0.25,A,2008/3/8
SD,0.25,A,2008/3/2
SD,0.25,A,2008/4/4
SD,0.25,A,2008/4/20
SD,0.25,A,2008/4/15
SD,0.25,A,2008/4/19
SD,0.25,A,2008/5/13
SD,0.25,A,2008/5/16
SD,0.25,A,2008/7/11
SD,0.25,A,2008/8/20
SD,0.25,A,2008/8/21
SD,0.25,A,2008/8/24
SD,0.25,A,2008/7/4
SD,0.25,A,2008/7/12
SD,9.5,B,2009/1/6
SD,988,E,2009/1/14
SD,0.25,A,2009/4/15
SD,0.25,A,2009/7/2
SD,0.25,A,2009/5/16
SD,0.25,A,2009/5/20
SD,0.25,A,2009/7/25
SD,0.25,A,2009/10/28
SD,0.25,A,2009/7/14
SD,0.25,A,2009/11/2
SD,0.25,A,2009/3/21
SD,0.25,A,2009/9/8
TN,9.5,B,2006/2/27
TN,9.6,B,2008/1/1
TN,0.25,A,2008/2/21
TN,0.25,A,2008/3/2
TN,0.25,A,2008/3/3
TN,0.25,A,2008/3/18
TN,9.9,B,2008/4/26
TN,0.25,A,2008/7/3
TN,0.25,A,2008/8/5
TN,0.25,A,2008/9/9
TN,0.25,A,2008/9/18
TN,9.6,B,2008/9/25
TN,0.25,A,2008/9/27
TN,0.25,A,2008/10/19
TN,0.25,A,2008/10/7
TN,0.25,A,2008/10/24
TN,9.6,B,2008/11/21
TN,0.25,A,2008/11/27
TX,99,C,2004/3/21
TX,99,C,2004/3/12
TX,99,C,1996/2/11
TX,98,C,1996/2/21
TX,99,C,1998/3/23
TX,98,C,1999/12/30
TX,98,C,1999/9/20
TX,99,C,2005/12/26
TX,99,C,2006/8/5
TX,99,C,2006/1/7
TX,99,C,2006/8/5
TX,0.25,A,2007/8/22
TX,0.25,A,2007/8/9
TX,0.25,A,2007/8/9
TX,0.25,A,2007/8/20
TX,0.25,A,2007/8/22
TX,0.25,A,2007/9/1
TX,0.25,A,2007/9/8
TX,0.25,A,2007/9/9
TX,0.25,A,2007/8/29
TX,0.25,A,2007/8/21
TX,0.25,A,2007/8/27
TX,0.25,A,2007/9/20
TX,0.25,A,2007/9/5
TX,0.25,A,2007/9/24
TX,0.25,A,2007/9/6
TX,0.25,A,2007/9/13
TX,0.25,A,2007/9/15
TX,0.25,A,2007/9/21
TX,0.25,A,2007/9/21
TX,0.25,A,2007/9/25
TX,0.25,A,2007/9/27
TX,0.25,A,2007/9/27
TX,0.25,A,2007/10/2
TX,0.25,A,2007/9/27
TX,0.25,A,2007/5/20
TX,0.25,A,2007/2/16
TX,0.25,A,2007/9/8
TX,0.25,A,2007/2/6
TX,0.25,A,2007/10/8
TX,0.25,A,2007/10/12
TX,0.25,A,2007/9/17
TX,0.25,A,2007/9/28
TX,0.25,A,2007/10/4
TX,0.25,A,2007/10/12
TX,0.25,A,2007/8/11
TX,0.25,A,2007/10/18
TX,0.25,A,2007/10/17
TX,0.25,A,2007/7/23
TX,0.25,A,2007/10/26
TX,0.25,A,2007/10/31
TX,0.25,A,2007/10/11
TX,0.25,A,2007/11/1
TX,0.25,A,2007/11/7
TX,0.25,A,2007/8/28
TX,0.25,A,2007/11/8
TX,0.25,A,2007/11/3
TX,0.25,A,2007/11/8
TX,0.25,A,2007/10/1
TX,0.25,A,2007/10/14
TX,0.25,A,2007/11/8
TX,0.25,A,2007/11/11
TX,0.25,A,2007/11/3
TX,0.25,A,2007/10/30
TX,0.25,A,2007/11/9
TX,0.25,A,2007/11/12
TX,0.25,A,2007/6/4
TX,0.25,A,2007/10/21
TX,0.25,A,2007/1/29
TX,0.25,A,2007/1/30
TX,0.25,A,2007/2/2
TX,0.25,A,2007/10/10
TX,0.25,A,2007/11/16
TX,0.25,A,2007/11/16
TX,0.25,A,2007/10/12
TX,0.25,A,2007/10/8
TX,0.25,A,2007/10/7
TX,0.25,A,2007/8/6
TX,0.25,A,2007/2/11
TX,0.25,A,2007/11/21
TX,0.25,A,2007/9/13
TX,0.25,A,2007/9/25
TX,0.25,A,2007/11/16
TX,0.25,A,2007/11/21
TX,0.25,A,2007/11/8
TX,0.25,A,2007/11/14
TX,0.25,A,2007/11/16
TX,0.25,A,2007/11/16
TX,0.25,A,2007/11/8
TX,0.25,A,2007/11/30
TX,0.25,A,2007/11/4
TX,0.25,A,2007/12/5
TX,0.25,A,2007/12/6
TX,0.25,A,2007/12/5
TX,0.25,A,2007/12/7
TX,0.25,A,2007/12/5
TX,0.25,A,2007/12/15
TX,0.25,A,2007/12/5
TX,0.25,A,2007/12/6
TX,0.25,A,2007/12/18
TX,0.25,A,2007/10/29
TX,0.25,A,2007/12/24
TX,0.25,A,2007/12/21
TX,0.25,A,2007/12/22
TX,0.25,A,2007/12/24
TX,0.25,A,2007/11/21
TX,0.25,A,2007/12/29
TX,0.25,A,2007/10/24
TX,0.25,A,2007/12/30
TX,0.25,A,2007/11/23
TX,0.25,A,2007/12/31
TX,0.25,A,2007/12/31
TX,0.25,A,2007/12/31
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/1
TX,0.25,A,2007/12/31
TX,0.25,A,2007/12/29
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/2
TX,0.25,A,2007/12/30
TX,0.25,A,2007/12/22
TX,0.25,A,2008/1/2
TX,0.25,A,2007/12/31
TX,0.25,A,2007/10/21
TX,0.25,A,2008/1/3
TX,0.25,A,2007/11/8
TX,0.25,A,2007/12/31
TX,0.25,A,2008/1/1
TX,0.25,A,2007/12/7
TX,0.25,A,2008/1/2
TX,0.25,A,2007/7/23
TX,0.25,A,2007/3/4
TX,0.25,A,2007/3/20
TX,0.25,A,2007/10/13
TX,0.25,A,2007/10/31
TX,0.25,A,2007/12/17
TX,0.25,A,2008/1/6
TX,0.25,A,2007/12/31
TX,0.25,A,2007/12/31
TX,0.25,A,2007/12/23
TX,0.25,A,2007/12/23
TX,0.25,A,2007/12/23
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/7
TX,0.25,A,2008/1/7
TX,0.25,A,2008/1/6
TX,0.25,A,2007/11/7
TX,0.25,A,2007/12/31
TX,0.25,A,2007/10/27
TX,0.25,A,2007/11/18
TX,0.25,A,2007/11/19
TX,0.25,A,2007/12/27
TX,0.25,A,2007/12/29
TX,0.25,A,2007/12/30
TX,0.25,A,2007/12/29
TX,0.25,A,2008/1/9
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/3
TX,0.25,A,2007/12/22
TX,0.25,A,2007/12/31
TX,0.25,A,2008/1/1
TX,0.25,A,2007/9/29
TX,0.25,A,2008/1/13
TX,0.25,A,2008/1/13
TX,0.25,A,2008/1/14
TX,0.25,A,2007/12/20
TX,0.25,A,2007/6/11
TX,0.25,A,2007/10/13
TX,0.25,A,2008/1/14
TX,0.25,A,2007/12/25
TX,0.25,A,2008/1/5
TX,0.25,A,2007/10/27
TX,0.25,A,2007/11/20
TX,0.25,A,2007/9/14
TX,0.25,A,2008/1/15
TX,0.25,A,2007/12/30
TX,0.25,A,2007/12/21
TX,0.25,A,2008/1/14
TX,0.25,A,2008/1/9
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/7
TX,0.25,A,2008/1/9
TX,0.25,A,2008/1/13
TX,0.25,A,2008/1/10
TX,0.25,A,2007/10/17
TX,0.25,A,2007/10/21
TX,0.25,A,2007/11/15
TX,0.25,A,2007/12/21
TX,0.25,A,2007/12/31
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/2
TX,0.25,A,2008/1/2
TX,0.25,A,2008/1/3
TX,0.25,A,2008/1/24
TX,0.25,A,2007/5/6
TX,0.25,A,2008/1/12
TX,0.25,A,2008/1/29
TX,0.25,A,2007/8/20
TX,0.25,A,2008/1/27
TX,0.25,A,2007/1/9
TX,0.25,A,2008/1/29
TX,0.25,A,2008/1/24
TX,0.25,A,2008/1/24
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/11
TX,0.25,A,2008/1/27
TX,0.25,A,2007/12/28
TX,0.25,A,2008/1/26
TX,0.25,A,2008/1/29
TX,0.25,A,2008/1/30
TX,0.25,A,2008/1/29
TX,0.25,A,2007/7/29
TX,0.25,A,2008/1/11
TX,0.25,A,2008/1/14
TX,0.25,A,2008/2/1
TX,0.25,A,2008/1/3
TX,0.25,A,2008/1/31
TX,0.25,A,2008/1/20
TX,0.25,A,2008/2/1
TX,0.25,A,2007/3/7
TX,0.25,A,2008/2/2
TX,0.25,A,2008/1/12
TX,0.25,A,2008/1/20
TX,0.25,A,2007/10/6
TX,0.25,A,2007/12/31
TX,0.25,A,2008/1/22
TX,0.25,A,2008/1/14
TX,0.25,A,2008/1/9
TX,0.25,A,2008/1/5
TX,0.25,A,2008/1/26
TX,0.25,A,2008/1/28
TX,0.25,A,2007/12/27
TX,0.25,A,2007/12/31
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/9
TX,0.25,A,2008/1/11
TX,0.25,A,2008/1/11
TX,0.25,A,2008/1/14
TX,0.25,A,2008/1/23
TX,0.25,A,2008/1/27
TX,0.25,A,2007/10/25
TX,0.25,A,2008/1/20
TX,0.25,A,2007/9/9
TX,0.25,A,2008/1/10
TX,0.25,A,2008/2/3
TX,0.25,A,2008/1/3
TX,0.25,A,2008/2/4
TX,0.25,A,2008/2/6
TX,0.25,A,2008/1/11
TX,0.25,A,2008/2/8
TX,0.25,A,2008/2/9
TX,0.25,A,2008/2/9
TX,0.25,A,2008/2/10
TX,0.25,A,2008/1/11
TX,0.25,A,2008/2/10
TX,0.25,A,2008/2/6
TX,0.25,A,2008/2/10
TX,0.25,A,2008/2/10
TX,0.25,A,2008/2/11
TX,0.25,A,2007/7/28
TX,0.25,A,2007/8/4
TX,0.25,A,2008/1/29
TX,0.25,A,2008/2/6
TX,0.25,A,2008/2/8
TX,0.25,A,2008/2/10
TX,0.25,A,2008/2/13
TX,0.25,A,2007/11/9
TX,0.25,A,2007/11/9
TX,0.25,A,2007/11/9
TX,0.25,A,2007/11/9
TX,0.25,A,2007/12/23
TX,0.25,A,2008/1/27
TX,0.25,A,2008/1/29
TX,0.25,A,2008/1/12
TX,0.25,A,2008/1/15
TX,0.25,A,2008/2/7
TX,0.25,A,2008/2/7
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/5
TX,0.25,A,2008/1/4
TX,0.25,A,2008/2/2
TX,0.25,A,2008/2/8
TX,0.25,A,2008/2/14
TX,0.25,A,2007/8/25
TX,0.25,A,2008/2/24
TX,0.25,A,2008/2/23
TX,0.25,A,2007/12/31
TX,0.25,A,2008/1/10
TX,0.25,A,2008/1/1
TX,0.25,A,2008/2/25
TX,0.25,A,2008/2/26
TX,0.25,A,2008/2/8
TX,0.25,A,2007/12/22
TX,0.25,A,2007/12/25
TX,0.25,A,2008/2/19
TX,0.25,A,2007/12/27
TX,0.25,A,2007/12/31
TX,0.25,A,2007/12/31
TX,0.25,A,2008/2/9
TX,0.25,A,2008/2/11
TX,0.25,A,2008/2/25
TX,0.25,A,2008/2/27
TX,0.25,A,2008/2/22
TX,0.25,A,2008/2/26
TX,0.25,A,2008/2/6
TX,0.25,A,2008/1/29
TX,0.25,A,2008/2/24
TX,0.25,A,2008/1/9
TX,0.25,A,2007/12/31
TX,0.25,A,2008/2/26
TX,0.25,A,2007/9/19
TX,0.25,A,2008/2/25
TX,0.25,A,2008/3/2
TX,0.25,A,2008/2/26
TX,0.25,A,2007/11/20
TX,0.25,A,2008/2/26
TX,0.25,A,2008/2/23
TX,0.25,A,2007/10/18
TX,0.25,A,2007/12/22
TX,0.25,A,2007/12/25
TX,0.25,A,2007/12/25
TX,0.25,A,2007/1/27
TX,0.25,A,2008/3/6
TX,0.25,A,2008/2/27
TX,0.25,A,2008/3/5
TX,0.25,A,2008/3/7
TX,0.25,A,2008/3/9
TX,0.25,A,2007/12/31
TX,0.25,A,2008/1/19
TX,0.25,A,2007/10/7
TX,0.25,A,2007/11/21
TX,0.25,A,2008/1/3
TX,0.25,A,2008/1/27
TX,0.25,A,2008/1/27
TX,0.25,A,2008/1/27
TX,0.25,A,2008/2/10
TX,0.25,A,2008/3/4
TX,0.25,A,2007/12/2
TX,0.25,A,2008/3/15
TX,0.25,A,2008/3/16
TX,0.25,A,2008/1/10
TX,0.25,A,2008/1/12
TX,0.25,A,2008/2/3
TX,0.25,A,2008/2/24
TX,0.25,A,2008/3/4
TX,0.25,A,2008/3/8
TX,0.25,A,2008/3/1
TX,0.25,A,2008/3/2
TX,0.25,A,2008/3/1
TX,0.25,A,2008/3/16
TX,0.25,A,2008/3/2
TX,0.25,A,2008/3/13
TX,0.25,A,2008/2/1
TX,0.25,A,2008/2/2
TX,0.25,A,2008/2/7
TX,0.25,A,2008/3/9
TX,0.25,A,2008/2/25
TX,0.25,A,2008/3/1
TX,0.25,A,2008/3/12
TX,0.25,A,2008/1/8
TX,0.25,A,2008/1/9
TX,0.25,A,2008/1/13
TX,0.25,A,2008/2/23
TX,0.25,A,2007/2/27
TX,0.25,A,2008/3/20
TX,0.25,A,2008/3/20
TX,0.25,A,2008/3/17
TX,0.25,A,2008/3/24
TX,0.25,A,2008/2/17
TX,0.25,A,2008/2/19
TX,0.25,A,2007/12/20
TX,0.25,A,2008/3/9
TX,0.25,A,2008/3/16
TX,0.25,A,2008/2/29
TX,0.25,A,2008/3/1
TX,0.25,A,2008/3/18
TX,0.25,A,2007/12/22
TX,0.25,A,2008/3/16
TX,0.25,A,2008/3/13
TX,0.25,A,2008/1/9
TX,0.25,A,2007/2/16
TX,0.25,A,2008/3/16
TX,0.25,A,2008/3/30
TX,0.25,A,2008/2/23
TX,0.25,A,2008/4/1
TX,0.25,A,2008/3/24
TX,0.25,A,2008/3/25
TX,0.25,A,2008/2/14
TX,0.25,A,2008/4/1
TX,0.25,A,2008/3/16
TX,0.25,A,2008/4/5
TX,0.25,A,2008/4/1
TX,0.25,A,2008/3/4
TX,0.25,A,2008/2/11
TX,0.25,A,2008/1/19
TX,0.25,A,2008/1/1
TX,0.25,A,2008/3/25
TX,0.25,A,2008/1/13
TX,0.25,A,2008/1/14
TX,0.25,A,2008/3/14
TX,0.25,A,2008/2/28
TX,0.25,A,2008/2/3
TX,0.25,A,2008/4/8
TX,0.25,A,2008/1/9
TX,0.25,A,2008/1/11
TX,0.25,A,2008/4/12
TX,0.25,A,2008/4/1
TX,0.25,A,2008/2/20
TX,0.25,A,2008/2/20
TX,0.25,A,2008/2/25
TX,0.25,A,2008/4/16
TX,0.25,A,2008/4/16
TX,0.25,A,2008/4/14
TX,0.25,A,2008/4/17
TX,0.25,A,2008/4/2
