STATE,FIRE_SIZE,FIRE_SIZE_CLASS,DISCOVERY_DATE
LA,0.25,A,2005/1/27
LA,0.25,A,2005/1/27
LA,0.25,A,2005/1/27
LA,0.25,A,2005/2/19
LA,0.25,A,2005/2/6
LA,0.25,A,2005/2/19
LA,0.25,A,2005/2/5
LA,0.25,A,2005/2/12
LA,0.25,A,2005/2/12
LA,0.25,A,2005/3/10
LA,0.25,A,2005/3/9
LA,0.25,A,2005/3/12
LA,0.25,A,2005/3/11
LA,0.25,A,2005/3/22
LA,0.25,A,2005/3/1
LA,0.25,A,2005/3/13
LA,0.25,A,2005/3/13
LA,0.25,A,2005/4/1
LA,0.25,A,2005/3/30
LA,0.25,A,2005/3/17
LA,0.25,A,2005/3/21
LA,0.25,A,2005/4/2
LA,0.25,A,2005/3/14
LA,0.25,A,2005/3/11
LA,0.25,A,2005/3/26
LA,0.25,A,2005/4/6
LA,0.25,A,2005/4/12
LA,0.25,A,2005/4/18
LA,0.25,A,2005/4/5
LA,0.25,A,2005/4/17
LA,0.25,A,2005/4/13
LA,0.25,A,2005/4/13
LA,0.25,A,2005/4/9
LA,0.25,A,2005/4/6
LA,0.25,A,2005/4/22
LA,0.25,A,2005/4/22
LA,0.25,A,2005/4/24
LA,0.25,A,2005/4/27
LA,0.25,A,2005/4/28
LA,0.25,A,2005/4/28
LA,0.25,A,2005/3/12
LA,0.25,A,2005/4/22
LA,0.25,A,2005/4/1
LA,0.25,A,2005/4/3
LA,0.25,A,2005/4/3
LA,0.25,A,2005/4/27
LA,0.25,A,2005/5/3
LA,0.25,A,2005/5/2
LA,0.25,A,2005/4/10
LA,0.25,A,2005/4/4
LA,0.25,A,2005/5/19
LA,0.25,A,2005/5/9
LA,0.25,A,2005/5/12
LA,0.25,A,2005/5/21
LA,0.25,A,2005/5/21
LA,0.25,A,2005/5/18
LA,0.25,A,2005/5/18
LA,0.25,A,2005/5/26
LA,0.25,A,2005/5/4
LA,0.25,A,2005/5/4
LA,0.25,A,2005/5/7
LA,0.25,A,2005/5/12
LA,0.25,A,2005/5/20
LA,0.25,A,2005/5/21
LA,0.25,A,2005/5/22
LA,0.25,A,2005/5/24
LA,0.25,A,2005/5/21
LA,0.25,A,2005/6/3
LA,0.25,A,2005/5/12
LA,0.25,A,2005/6/14
LA,0.25,A,2005/6/20
LA,0.25,A,2005/6/21
LA,0.25,A,2005/6/13
LA,0.25,A,2005/6/27
LA,0.25,A,2005/7/1
LA,0.25,A,2005/6/30
LA,0.25,A,2005/6/17
LA,0.25,A,2005/7/11
LA,0.25,A,2005/5/16
LA,0.25,A,2005/6/28
LA,0.25,A,2005/6/30
LA,0.25,A,2005/7/26
LA,0.25,A,2005/7/28
LA,0.25,A,2005/8/8
LA,0.25,A,2005/7/4
LA,0.25,A,2005/8/9
LA,0.25,A,2005/8/3
LA,0.25,A,2005/8/3
LA,0.25,A,2005/8/9
LA,0.25,A,2005/8/3
LA,0.25,A,2005/8/18
LA,0.25,A,2005/8/20
LA,0.25,A,2005/8/23
LA,0.25,A,2005/8/12
LA,0.25,A,2005/8/8
LA,0.25,A,2005/8/13
LA,0.25,A,2005/8/12
LA,0.25,A,2005/8/11
LA,0.25,A,2005/8/14
LA,0.25,A,2005/9/1
LA,0.25,A,2005/9/1
LA,0.25,A,2005/9/1
LA,0.25,A,2005/8/30
LA,0.25,A,2005/8/13
LA,0.25,A,2005/8/27
LA,0.25,A,2005/7/19
LA,0.25,A,2005/9/5
LA,0.25,A,2005/9/6
LA,0.25,A,2005/9/7
LA,0.25,A,2005/9/17
LA,0.25,A,2005/9/17
LA,0.25,A,2005/9/21
LA,0.25,A,2005/9/8
LA,0.25,A,2005/9/11
LA,0.25,A,2005/8/7
LA,0.25,A,2005/8/6
LA,0.25,A,2005/8/6
LA,0.25,A,2005/9/22
LA,0.25,A,2005/9/22
LA,0.25,A,2005/9/7
LA,0.25,A,2005/9/11
LA,0.25,A,2005/9/13
LA,0.25,A,2005/9/14
LA,0.25,A,2005/9/20
LA,0.25,A,2005/9/15
LA,0.25,A,2005/9/21
LA,0.25,A,2005/9/22
LA,0.25,A,2005/9/23
LA,0.25,A,2005/9/17
LA,0.25,A,2005/9/20
LA,0.25,A,2005/10/3
LA,0.25,A,2005/9/14
LA,0.25,A,2005/9/14
LA,0.25,A,2005/9/17
LA,0.25,A,2005/9/27
LA,0.25,A,2005/10/10
LA,0.25,A,2005/9/14
LA,0.25,A,2005/9/23
LA,0.25,A,2005/9/30
LA,0.25,A,2005/10/12
LA,0.25,A,2005/10/11
LA,0.25,A,2005/9/22
LA,0.25,A,2005/10/14
LA,0.25,A,2005/10/16
LA,0.25,A,2005/9/4
LA,0.25,A,2005/9/4
LA,0.25,A,2005/9/4
LA,0.25,A,2005/9/4
LA,0.25,A,2005/9/7
LA,0.25,A,2005/9/21
LA,0.25,A,2005/9/21
LA,0.25,A,2005/9/21
LA,0.25,A,2005/9/22
LA,0.25,A,2005/9/22
LA,0.25,A,2005/9/23
LA,0.25,A,2005/9/23
LA,0.25,A,2005/10/3
LA,0.25,A,2005/10/18
LA,0.25,A,2005/10/19
LA,0.25,A,2005/10/22
LA,0.25,A,2005/10/22
LA,0.25,A,2005/10/22
LA,0.25,A,2005/10/20
LA,0.25,A,2005/10/20
LA,0.25,A,2005/10/22
LA,0.25,A,2005/10/25
LA,0.25,A,2005/10/25
LA,0.25,A,2005/10/25
LA,0.25,A,2005/10/25
LA,0.25,A,2005/10/25
LA,0.25,A,2005/10/8
LA,0.25,A,2005/10/20
LA,0.25,A,2005/10/25
LA,0.25,A,2005/10/15
LA,0.25,A,2005/10/16
LA,0.25,A,2005/10/21
LA,0.25,A,2005/10/14
LA,0.25,A,2005/10/28
LA,0.25,A,2005/10/30
LA,0.25,A,2005/10/31
LA,0.25,A,2005/10/18
LA,0.25,A,2005/10/31
LA,0.25,A,2005/10/29
LA,0.25,A,2005/10/18
LA,0.25,A,2005/10/18
LA,0.25,A,2005/10/24
LA,0.25,A,2005/11/2
LA,0.25,A,2005/10/1
LA,0.25,A,2005/10/4
LA,0.25,A,2005/10/5
LA,0.25,A,2005/10/7
LA,0.25,A,2005/10/11
LA,0.25,A,2005/10/13
LA,0.25,A,2005/10/13
LA,0.25,A,2005/10/25
LA,0.25,A,2005/10/25
LA,0.25,A,2005/10/25
LA,0.25,A,2005/10/25
LA,0.25,A,2005/10/26
LA,0.25,A,2005/10/27
LA,0.25,A,2005/10/29
LA,0.25,A,2005/10/29
LA,0.25,A,2005/10/31
LA,0.25,A,2005/10/17
LA,0.25,A,2005/10/7
LA,0.25,A,2005/10/16
LA,0.25,A,2005/10/23
LA,0.25,A,2005/10/22
LA,0.25,A,2005/10/23
LA,0.25,A,2005/10/25
LA,0.25,A,2005/10/27
LA,0.25,A,2005/10/28
LA,0.25,A,2005/11/4
LA,0.25,A,2005/11/7
LA,0.25,A,2005/10/24
LA,0.25,A,2005/10/9
LA,0.25,A,2005/10/24
LA,0.25,A,2005/11/9
LA,0.25,A,2005/11/11
LA,0.25,A,2005/11/11
LA,0.25,A,2005/11/11
LA,0.25,A,2005/10/20
LA,0.25,A,2005/10/22
LA,0.25,A,2005/10/23
LA,0.25,A,2005/10/24
LA,0.25,A,2005/10/19
LA,0.25,A,2005/10/20
LA,0.25,A,2005/10/23
LA,0.25,A,2005/10/6
LA,0.25,A,2005/10/8
LA,0.25,A,2005/10/16
LA,0.25,A,2005/10/21
LA,0.25,A,2005/11/17
LA,0.25,A,2005/11/25
LA,0.25,A,2005/11/20
LA,0.25,A,2005/11/15
LA,0.25,A,2005/11/25
LA,0.25,A,2005/11/4
LA,0.25,A,2005/11/5
LA,0.25,A,2005/11/14
LA,0.25,A,2005/11/23
LA,0.25,A,2005/11/2
LA,0.25,A,2005/11/12
LA,0.25,A,2005/11/14
LA,0.25,A,2005/11/12
LA,0.25,A,2005/12/3
LA,0.25,A,2005/12/6
LA,0.25,A,2005/12/7
LA,0.25,A,2005/11/20
LA,0.25,A,2005/12/11
LA,0.25,A,2005/12/9
LA,0.25,A,2005/12/9
LA,0.25,A,2005/12/20
LA,0.25,A,2005/12/19
LA,0.25,A,2005/12/27
LA,0.25,A,2005/12/25
LA,0.25,A,2005/12/28
LA,0.25,A,2005/12/31
LA,0.25,A,2005/12/28
LA,0.25,A,2005/12/3
LA,0.25,A,2005/12/4
LA,0.25,A,2005/12/29
LA,0.25,A,2005/12/29
LA,0.25,A,2005/12/26
LA,0.25,A,2005/12/29
LA,0.25,A,2005/12/4
LA,0.25,A,2005/12/19
LA,0.25,A,2006/1/2
LA,0.25,A,2006/1/9
LA,0.25,A,2006/1/5
LA,0.25,A,2006/1/9
LA,0.25,A,2006/1/5
LA,0.25,A,2006/1/6
LA,0.25,A,2006/1/8
LA,0.25,A,2006/1/9
LA,0.25,A,2006/1/11
LA,0.25,A,2006/1/2
LA,0.25,A,2006/1/3
LA,0.25,A,2006/1/3
LA,0.25,A,2006/1/4
LA,0.25,A,2006/1/4
LA,0.25,A,2006/1/5
LA,0.25,A,2006/1/5
LA,0.25,A,2006/1/15
LA,0.25,A,2006/1/15
LA,0.25,A,2006/1/14
LA,0.25,A,2006/1/14
LA,0.25,A,2006/1/5
LA,0.25,A,2006/1/6
LA,0.25,A,2006/1/13
LA,0.25,A,2006/1/13
LA,0.25,A,2006/1/4
LA,0.25,A,2006/1/5
LA,0.25,A,2006/1/9
LA,0.25,A,2006/1/9
LA,0.25,A,2006/1/9
LA,0.25,A,2006/1/11
LA,0.25,A,2006/1/12
LA,0.25,A,2006/1/12
LA,0.25,A,2006/1/13
LA,0.25,A,2006/1/13
LA,0.25,A,2006/1/13
LA,0.25,A,2006/1/24
LA,0.25,A,2006/1/10
LA,0.25,A,2006/1/31
LA,0.25,A,2006/1/25
LA,0.25,A,2006/1/28
LA,0.25,A,2006/1/6
LA,0.25,A,2006/1/8
LA,0.25,A,2006/1/11
LA,0.25,A,2006/1/30
LA,0.25,A,2006/1/2
LA,0.25,A,2006/1/14
LA,0.25,A,2006/1/26
LA,0.25,A,2006/1/31
LA,0.25,A,2006/1/30
LA,0.25,A,2006/1/30
LA,0.25,A,2006/1/30
LA,0.25,A,2006/1/27
LA,0.25,A,2006/1/26
LA,0.25,A,2006/1/26
LA,0.25,A,2006/1/14
LA,0.25,A,2006/1/9
LA,0.25,A,2006/1/3
LA,0.25,A,2006/2/8
LA,0.25,A,2006/1/1
LA,0.25,A,2006/1/8
LA,0.25,A,2006/1/9
LA,0.25,A,2006/1/7
LA,0.25,A,2006/1/9
LA,0.25,A,2006/2/8
LA,0.25,A,2006/2/4
LA,0.25,A,2006/2/6
LA,0.25,A,2006/2/6
LA,0.25,A,2006/2/9
LA,0.25,A,2006/2/12
LA,0.25,A,2006/2/21
LA,0.25,A,2006/2/1
LA,0.25,A,2006/2/1
LA,0.25,A,2006/2/4
LA,0.25,A,2006/2/5
LA,0.25,A,2006/2/6
LA,0.25,A,2006/2/6
LA,0.25,A,2006/2/15
LA,0.25,A,2006/2/18
LA,0.25,A,2006/2/24
LA,0.25,A,2006/2/24
LA,0.25,A,2006/2/24
LA,0.25,A,2006/2/27
LA,0.25,A,2006/2/17
LA,0.25,A,2006/2/23
LA,0.25,A,2006/2/23
LA,0.25,A,2006/2/26
LA,0.25,A,2006/2/24
LA,0.25,A,2006/3/3
LA,0.25,A,2006/3/5
LA,0.25,A,2006/3/11
LA,0.25,A,2006/3/17
LA,0.25,A,2006/3/4
LA,0.25,A,2006/3/4
LA,0.25,A,2006/3/14
LA,0.25,A,2006/3/15
LA,0.25,A,2006/3/17
LA,0.25,A,2006/3/17
LA,0.25,A,2006/3/15
LA,0.25,A,2006/3/15
LA,0.25,A,2006/3/17
LA,0.25,A,2006/3/17
LA,0.25,A,2006/3/24
LA,0.25,A,2006/3/24
LA,0.25,A,2006/3/27
LA,0.25,A,2006/3/25
LA,0.25,A,2006/3/24
LA,0.25,A,2006/3/23
LA,0.25,A,2006/3/2
LA,0.25,A,2006/3/14
LA,0.25,A,2006/3/3
LA,0.25,A,2006/3/15
LA,0.25,A,2006/3/30
LA,0.25,A,2006/3/3
LA,0.25,A,2006/3/4
LA,0.25,A,2006/3/6
LA,0.25,A,2006/3/17
LA,0.25,A,2006/3/17
LA,0.25,A,2006/3/31
LA,0.25,A,2006/3/8
LA,0.25,A,2006/3/8
LA,0.25,A,2006/3/5
LA,0.25,A,2006/3/5
LA,0.25,A,2006/3/8
LA,0.25,A,2006/3/24
LA,0.25,A,2006/3/31
LA,0.25,A,2006/4/5
LA,0.25,A,2006/3/8
LA,0.25,A,2006/3/9
LA,0.25,A,2006/3/24
LA,0.25,A,2006/3/24
LA,0.25,A,2006/4/18
LA,0.25,A,2006/4/16
LA,0.25,A,2006/4/13
LA,0.25,A,2006/4/6
LA,0.25,A,2006/4/15
LA,0.25,A,2006/4/23
LA,0.25,A,2006/4/20
LA,0.25,A,2006/4/18
LA,0.25,A,2006/4/25
LA,0.25,A,2006/4/1
LA,0.25,A,2006/4/7
LA,0.25,A,2006/4/13
LA,0.25,A,2006/4/14
LA,0.25,A,2006/4/18
LA,0.25,A,2006/4/20
LA,0.25,A,2006/4/20
LA,0.25,A,2006/4/1
LA,0.25,A,2006/4/17
LA,0.25,A,2006/4/17
LA,0.25,A,2006/4/18
LA,0.25,A,2006/5/16
LA,0.25,A,2006/5/17
LA,0.25,A,2006/5/18
LA,0.25,A,2006/5/28
LA,0.25,A,2006/5/4
LA,0.25,A,2006/5/12
LA,0.25,A,2006/5/21
LA,0.25,A,2006/5/25
LA,0.25,A,2006/5/31
LA,0.25,A,2006/5/31
LA,0.25,A,2006/5/31
LA,0.25,A,2006/5/26
LA,0.25,A,2006/6/4
LA,0.25,A,2006/6/4
LA,0.25,A,2006/6/4
LA,0.25,A,2006/6/6
LA,0.25,A,2006/6/13
LA,0.25,A,2006/6/20
LA,0.25,A,2006/6/15
LA,0.25,A,2006/6/10
LA,0.25,A,2006/6/13
LA,0.25,A,2006/6/15
LA,0.25,A,2006/6/23
LA,0.25,A,2006/6/28
LA,0.25,A,2006/6/29
LA,0.25,A,2006/6/28
LA,0.25,A,2006/6/4
LA,0.25,A,2006/7/1
LA,0.25,A,2006/6/12
LA,0.25,A,2006/6/14
LA,0.25,A,2006/6/25
LA,0.25,A,2006/6/25
LA,0.25,A,2006/6/3
LA,0.25,A,2006/6/10
LA,0.25,A,2006/6/13
LA,0.25,A,2006/6/22
LA,0.25,A,2006/6/25
LA,0.25,A,2006/6/27
LA,0.25,A,2006/6/27
LA,0.25,A,2006/6/17
LA,0.25,A,2006/7/21
LA,0.25,A,2006/7/7
LA,0.25,A,2006/7/24
LA,0.25,A,2006/7/24
LA,0.25,A,2006/7/1
LA,0.25,A,2006/7/18
LA,0.25,A,2006/8/9
LA,0.25,A,2006/8/5
LA,0.25,A,2006/8/20
LA,0.25,A,2006/8/16
LA,0.25,A,2006/8/16
LA,0.25,A,2006/8/2
LA,0.25,A,2006/8/18
LA,0.25,A,2006/8/3
LA,0.25,A,2006/8/22
LA,0.25,A,2006/8/18
LA,0.25,A,2006/8/15
LA,0.25,A,2006/8/28
LA,0.25,A,2006/8/30
LA,0.25,A,2006/8/30
LA,0.25,A,2006/8/9
LA,0.25,A,2006/8/16
LA,0.25,A,2006/8/4
LA,0.25,A,2006/8/9
LA,0.25,A,2006/8/4
LA,0.25,A,2006/8/14
LA,0.25,A,2006/8/15
LA,0.25,A,2006/9/4
LA,0.25,A,2006/9/4
LA,0.25,A,2006/9/10
LA,0.25,A,2006/9/10
LA,0.25,A,2006/9/15
LA,0.25,A,2006/9/20
LA,0.25,A,2006/9/20
LA,0.25,A,2006/9/20
LA,0.25,A,2006/9/20
LA,0.25,A,2006/9/21
LA,0.25,A,2006/9/21
LA,0.25,A,2006/9/22
LA,0.25,A,2006/9/26
LA,0.25,A,2006/9/29
LA,0.25,A,2006/9/29
LA,0.25,A,2006/9/4
LA,0.25,A,2006/9/23
LA,0.25,A,2006/10/1
LA,0.25,A,2006/10/1
LA,0.25,A,2006/10/8
LA,0.25,A,2006/10/1
LA,0.25,A,2006/10/12
LA,0.25,A,2006/10/12
LA,0.25,A,2006/10/9
LA,0.25,A,2006/10/13
LA,0.25,A,2006/10/13
LA,0.25,A,2006/10/8
LA,0.25,A,2006/10/5
LA,0.25,A,2006/10/8
LA,0.25,A,2006/10/1
LA,0.25,A,2006/10/8
LA,0.25,A,2006/10/5
LA,0.25,A,2006/10/11
LA,0.25,A,2006/10/12
LA,0.25,A,2006/10/14
LA,0.25,A,2006/10/5
LA,0.25,A,2006/10/5
LA,0.25,A,2006/10/6
LA,0.25,A,2006/10/7
LA,0.25,A,2006/11/15
LA,0.25,A,2006/11/15
LA,0.25,A,2006/11/25
LA,0.25,A,2006/11/24
LA,0.25,A,2006/11/2
LA,0.25,A,2006/11/5
LA,0.25,A,2006/11/7
LA,0.25,A,2006/11/14
LA,0.25,A,2006/12/4
LA,0.25,A,2006/12/6
LA,0.25,A,2006/12/11
LA,0.25,A,2006/12/22
LA,0.25,A,2006/12/13
LA,0.25,A,2008/1/6
LA,0.25,A,2008/1/7
LA,0.25,A,2008/1/11
LA,0.25,A,2008/1/1
LA,0.25,A,2008/1/16
LA,0.25,A,2008/2/5
LA,0.25,A,2008/2/2
LA,0.25,A,2008/2/10
LA,0.25,A,2008/2/8
LA,0.25,A,2008/2/9
LA,0.25,A,2008/2/7
LA,0.25,A,2008/2/14
LA,0.25,A,2008/1/4
LA,0.25,A,2008/2/25
LA,0.25,A,2008/2/23
LA,0.25,A,2008/2/23
LA,0.25,A,2008/2/23
LA,0.25,A,2008/2/18
LA,0.25,A,2008/2/23
LA,0.25,A,2008/2/3
LA,0.25,A,2008/2/27
LA,0.25,A,2008/2/29
LA,0.25,A,2008/2/9
LA,0.25,A,2008/2/12
LA,0.25,A,2008/3/12
LA,0.25,A,2008/3/20
LA,0.25,A,2008/3/15
LA,0.25,A,2008/3/18
LA,0.25,A,2008/3/15
LA,0.25,A,2008/3/24
LA,0.25,A,2008/3/27
LA,0.25,A,2008/3/21
LA,0.25,A,2008/3/23
LA,0.25,A,2008/3/24
LA,0.25,A,2008/3/25
LA,0.25,A,2008/3/25
LA,0.25,A,2008/3/16
LA,0.25,A,2008/3/18
LA,0.25,A,2008/3/2
LA,0.25,A,2008/3/2
LA,0.25,A,2008/3/2
LA,0.25,A,2008/3/18
LA,0.25,A,2008/3/8
LA,0.25,A,2008/4/8
LA,0.25,A,2008/4/16
LA,0.25,A,2008/4/15
LA,0.25,A,2008/4/16
LA,0.25,A,2008/4/24
LA,0.25,A,2008/4/24
LA,0.25,A,2008/4/19
LA,0.25,A,2008/4/10
LA,0.25,A,2008/4/14
LA,0.25,A,2008/4/15
LA,0.25,A,2008/4/8
LA,0.25,A,2008/4/11
LA,0.25,A,2008/4/13
LA,0.25,A,2008/4/13
LA,0.25,A,2008/4/13
LA,9.8,B,2008/4/16
LA,0.25,A,2008/5/22
LA,0.25,A,2008/5/28
LA,0.25,A,2008/5/26
LA,0.25,A,2008/5/13
LA,0.25,A,2008/6/4
LA,0.25,A,2008/6/8
LA,0.25,A,2008/6/10
LA,0.25,A,2008/6/10
LA,0.25,A,2008/6/24
LA,0.25,A,2008/6/17
LA,0.25,A,2008/6/23
LA,0.25,A,2008/7/6
LA,0.25,A,2008/7/6
LA,0.25,A,2008/7/13
LA,0.25,A,2008/7/12
LA,0.25,A,2008/7/12
LA,0.25,A,2008/7/17
LA,0.25,A,2008/7/14
LA,0.25,A,2008/7/21
LA,0.25,A,2008/7/18
LA,0.25,A,2008/7/28
LA,0.25,A,2008/7/31
LA,0.25,A,2008/7/15
LA,0.25,A,2008/7/18
LA,0.25,A,2008/7/26
LA,0.25,A,2008/7/27
LA,0.25,A,2008/7/29
LA,0.25,A,2008/7/31
LA,0.25,A,2008/7/31
LA,0.25,A,2008/7/25
LA,0.25,A,2008/8/2
LA,0.25,A,2008/8/4
LA,0.25,A,2008/8/5
LA,0.25,A,2008/8/2
LA,0.25,A,2008/8/14
LA,0.25,A,2008/8/1
LA,0.25,A,2008/8/1
LA,0.25,A,2008/8/1
LA,0.25,A,2008/8/1
LA,9.6,B,2008/8/2
LA,0.25,A,2008/8/3
LA,0.25,A,2008/8/3
LA,0.25,A,2008/8/31
LA,0.25,A,2008/9/8
LA,0.25,A,2008/9/16
LA,0.25,A,2008/9/1
LA,0.25,A,2008/9/25
LA,0.25,A,2008/9/29
LA,0.25,A,2008/10/4
LA,0.25,A,2008/10/1
LA,0.25,A,2008/9/28
LA,0.25,A,2008/9/26
LA,0.25,A,2008/10/1
LA,0.25,A,2008/10/1
LA,0.25,A,2008/10/1
LA,0.25,A,2008/10/5
LA,0.25,A,2008/10/5
LA,0.25,A,2008/10/11
LA,0.25,A,2008/10/15
LA,0.25,A,2008/10/14
LA,0.25,A,2008/10/21
LA,0.25,A,2008/10/26
LA,0.25,A,2008/10/29
LA,0.25,A,2008/10/29
LA,0.25,A,2008/10/30
LA,0.25,A,2008/11/5
LA,0.25,A,2008/11/2
LA,0.25,A,2008/10/28
LA,0.25,A,2008/10/28
LA,0.25,A,2008/10/13
LA,0.25,A,2008/10/31
LA,0.25,A,2008/10/2
LA,0.25,A,2008/11/8
LA,0.25,A,2008/11/8
LA,0.25,A,2008/11/8
LA,0.25,A,2008/11/5
LA,0.25,A,2008/11/5
LA,0.25,A,2008/11/5
LA,0.25,A,2008/11/6
LA,0.25,A,2008/11/5
LA,0.25,A,2008/11/5
LA,0.25,A,2008/11/8
LA,0.25,A,2008/11/8
LA,0.25,A,2008/11/9
LA,0.25,A,2008/11/10
LA,0.25,A,2008/11/21
LA,0.25,A,2008/11/21
LA,0.25,A,2008/11/26
LA,0.25,A,2008/11/26
LA,0.25,A,2008/11/19
LA,0.25,A,2008/12/6
LA,0.25,A,2008/12/14
LA,0.25,A,2008/12/14
LA,0.25,A,2008/12/14
LA,0.25,A,2008/12/14
LA,0.25,A,2008/12/14
MD,9.5,B,2006/7/2
MD,99,C,2007/2/10
MD,9.6,B,2007/10/1
MD,9.8,B,2007/11/3
ME,0.25,A,2003/4/4
ME,0.25,A,2003/4/20
ME,0.25,A,2003/4/29
ME,0.25,A,2003/5/1
ME,0.25,A,2003/5/5
ME,0.25,A,2003/5/5
ME,0.25,A,2003/5/8
ME,0.25,A,2003/5/10
ME,0.25,A,2003/5/10
ME,0.25,A,2003/8/25
ME,0.25,A,2003/4/29
ME,0.25,A,2003/5/18
ME,0.25,A,2003/4/28
ME,0.25,A,2003/5/11
ME,9.6,B,2003/6/28
ME,0.25,A,2003/4/13
ME,0.25,A,2003/4/14
ME,0.25,A,2003/4/16
ME,0.25,A,2003/4/19
ME,0.25,A,2003/4/20
ME,0.25,A,2003/4/30
ME,0.25,A,2003/5/9
ME,0.25,A,2003/5/11
ME,0.25,A,2003/5/17
ME,0.25,A,2003/5/3
ME,0.25,A,2003/4/30
ME,0.25,A,2003/4/21
ME,0.25,A,2003/4/23
ME,0.25,A,2003/6/10
ME,0.25,A,2003/4/29
ME,0.25,A,2003/5/20
ME,0.25,A,2003/6/28
ME,0.25,A,2003/7/3
ME,0.25,A,2003/4/21
ME,0.25,A,2003/7/7
ME,0.25,A,2003/7/20
ME,0.25,A,2003/4/15
ME,0.25,A,2003/4/28
ME,0.25,A,2003/9/13
ME,0.25,A,2003/4/13
ME,0.25,A,2003/4/20
ME,0.25,A,2003/4/20
ME,0.25,A,2003/4/18
ME,0.25,A,2003/4/28
ME,0.25,A,2003/4/29
ME,0.25,A,2003/4/20
ME,0.25,A,2003/4/29
ME,0.25,A,2003/6/11
ME,0.25,A,2003/5/16
ME,0.25,A,2003/4/17
ME,0.25,A,2003/5/18
ME,0.25,A,2003/4/20
ME,0.25,A,2003/8/14
ME,0.25,A,2003/6/21
ME,0.25,A,2003/6/21
ME,0.25,A,2003/4/30
ME,0.25,A,2003/6/29
ME,0.25,A,2003/4/21
ME,0.25,A,2005/4/18
ME,0.25,A,2005/4/18
ME,0.25,A,2005/4/18
ME,0.25,A,2005/5/12
ME,0.25,A,2005/7/21
ME,0.25,A,2005/7/24
ME,0.25,A,2005/4/10
ME,0.25,A,2005/4/9
ME,0.25,A,2005/4/15
ME,0.25,A,2005/4/16
ME,0.25,A,2005/4/16
ME,0.25,A,2005/4/18
ME,0.25,A,2005/4/19
ME,0.25,A,2005/4/20
ME,0.25,A,2005/7/4
ME,0.25,A,2005/8/5
ME,0.25,A,2005/4/17
ME,0.25,A,2005/4/18
ME,0.25,A,2005/5/13
ME,0.25,A,2005/4/14
ME,0.25,A,2005/4/15
ME,0.25,A,2005/4/16
ME,0.25,A,2005/4/16
ME,0.25,A,2005/4/16
ME,0.25,A,2005/5/13
ME,0.25,A,2005/5/13
ME,0.25,A,2005/4/6
ME,0.25,A,2005/4/16
ME,0.25,A,2005/6/9
ME,0.25,A,2005/4/15
ME,0.25,A,2007/3/26
ME,0.25,A,2007/4/21
ME,0.25,A,2007/5/9
ME,0.25,A,2007/6/11
ME,0.25,A,2007/6/15
ME,0.25,A,2007/10/1
ME,0.25,A,2007/7/3
ME,0.25,A,2007/4/1
ME,0.25,A,2007/4/23
ME,0.25,A,2007/5/8
ME,0.25,A,2007/5/29
ME,0.25,A,2007/5/9
ME,0.25,A,2007/8/20
ME,0.25,A,2007/8/22
ME,0.25,A,2007/9/3
ME,0.25,A,2007/10/30
ME,0.25,A,2007/8/1
ME,0.25,A,2007/4/1
ME,0.25,A,2007/10/4
ME,0.25,A,2007/5/7
ME,0.25,A,2007/6/10
MI,9.8,B,2003/5/25
MI,9.5,B,2003/4/16
MI,9.5,B,2003/4/26
MI,9.6,B,2003/5/9
MI,0.25,A,2004/10/6
MI,0.25,A,2004/4/14
MI,9.7,B,2008/4/20
MI,0.25,A,2004/10/6
MI,9.7,B,2009/3/23
MI,0.25,A,2009/4/17
MI,0.25,A,2009/5/17
MI,9.5,B,2009/4/16
MI,0.25,A,2009/4/9
MI,0.25,A,2009/4/15
MI,0.25,A,2009/4/18
MI,9.9,B,2005/4/10
MI,0.25,A,2005/4/14
MI,9.6,B,2005/5/21
MI,0.25,A,2005/6/9
MI,0.25,A,2005/4/4
MI,0.25,A,2005/4/10
MI,9.7,B,2005/4/8
MI,9.6,B,2005/8/1
MI,9.9,B,2005/9/2
MN,0.25,A,2003/3/23
MN,0.25,A,2003/3/26
MN,0.25,A,2003/3/22
MN,0.25,A,2003/3/17
MN,0.25,A,2003/3/24
MN,0.25,A,2003/3/23
MN,0.25,A,2003/3/24
MN,0.25,A,2003/3/25
MN,0.25,A,2003/3/25
MN,0.25,A,2003/3/26
MN,0.25,A,2003/3/17
MN,0.25,A,2003/3/26
MN,0.25,A,2003/4/7
MN,0.25,A,2003/4/8
MN,0.25,A,2003/4/8
MN,0.25,A,2003/4/7
MN,0.25,A,2003/4/9
MN,9.5,B,2003/4/9
MN,0.25,A,2003/4/9
MN,99,C,2003/4/9
MN,0.25,A,2003/4/10
MN,0.25,A,2003/4/8
MN,0.25,A,2003/4/11
MN,0.25,A,2003/4/11
MN,0.25,A,2003/4/10
MN,0.25,A,2003/4/12
MN,0.25,A,2003/3/26
MN,0.25,A,2003/4/11
MN,0.25,A,2003/4/14
MN,0.25,A,2003/4/16
MN,0.25,A,2003/4/23
MN,0.25,A,2003/4/23
MN,0.25,A,2003/4/24
MN,0.25,A,2003/4/24
MN,0.25,A,2003/4/25
MN,0.25,A,2003/4/25
MN,0.25,A,2003/4/25
MN,0.25,A,2003/4/26
MN,0.25,A,2003/4/25
MN,0.25,A,2003/4/26
MN,0.25,A,2003/4/27
MN,0.25,A,2003/4/27
MN,0.25,A,2003/4/29
MN,0.25,A,2003/4/29
